COLLEGE_OF_CARDINALS;The Electors;Le Collège des cardinaux;Das Kardinalskollegium;;El Colegio Cardenalicio;;;;;;;;;x
colony_dispatched;Colonists are dispatched to Atmora.;;;;;;;;;;;;;x
colovian_culture_modifier;Colovian Modifier;;;;;;;;;;;;;x
colovian_highlands;Colovian Highlands;;;;;;;;;;;;;x
commandanimal_enc_tt;As a Bosmer, or Spellcaster you can attempt to use Command Animal upon the Wolves.\nSuccess will allow you to escape unscathed.\nFailure will result in death.;;;;;;;;;;;;;x
commission_chronicle;Commission Chronicle;;;;;;;;;;;;;x
commission_chronicle_desc;Commission your court scribe to create a chronicle of your realm and its important families.;;;;;;;;;;;;;x
commission_map;Commission Map;;;;;;;;;;;;;x
commission_map_desc;Commission your court cartographer to create a map for you.;;;;;;;;;;;;;x
commission_portrait;Commission Portrait;;;;;;;;;;;;;x
commission_portrait_desc;Commission your court painter to create a portrait.;;;;;;;;;;;;;x
COMMUNEWITHIST1DESC;As I drank the sap and let the Hist flow into my mind, it was as if I could hear their singing in the depths of my soul. I felt at one with the Hist, Nirn and the Universe, and felt my spiritual connection strengthen with each moment.;;;;;;;;;;;;;x
COMMUNEWITHIST1OPT;It was wondrous.;;;;;;;;;;;;;x
COMMUNEWITHIST2DESC;As I drank the sap and let the Hist flow into my mind, it was as if I could hear their singing in the depths of my soul. I felt at one with the Hist, and with that oneness came perfect clarity, the Hist sharing their ancient secrets...;;;;;;;;;;;;;x
COMMUNEWITHIST2OPT;The Sap! It was too much!;;;;;;;;;;;;;x
COMMUNEWITHIST3DESC;As I drank the sap, it tasted sharp and bitter, somehow thicker than usual. I felt at first the familiar oneness but then, thoughts became darker, the sweet singing of the Hist grew deep and sinister, and all about me demons danced!;;;;;;;;;;;;;x
commune_with_hist;Commune with the Hist;;;;;;;;;;;;;x
commune_with_hist_desc;Visit the local Hist Grove and drink from the holy sap.;;;;;;;;;;;;;x
comportd0;Your court painter stands ready, scroll in hand, as they enquire of whom the portrait should be painted.;;;;;;;;;;;;;x
comportd1;The artist goes on to enquire how they should paint the portrait...;;;;;;;;;;;;;x
comporto0a;Myself, of course.;;;;;;;;;;;;;x
comporto0b;My great father.;;;;;;;;;;;;;x
comporto0c;My dear mother.;;;;;;;;;;;;;x
consort_with_hagravens;Consort with Hagravens;;;;;;;;;;;;;x
consort_with_hagravens_desc;Consort with the Hagraven Matriarchs of your Coven.;;;;;;;;;;;;;x
contiguousborders;Hold 3 De Jure Kingdoms with contiguous borders inside the High Kingdom territory.;;;;;;;;;;;;;x
continue;(Continue);;;;;;;;;;;;;x
conversion_kills_character;Converting to another faith will §Rkill this character!§!;;;;;;;;;;;;;x
convert_to_province_religion;Convert to [Root.Location.Religion.GetName];Se convertir à [Root.Location.Religion.GetName];Zum [Root.Location.Religion.GetName]en Glauben Konvertieren;;;;;;;;;;;x
convert_to_province_religion_desc;Convert your religion to the one in your province;;;;;;;;;;;;;x
counts_as_azura_worshipper;Counts as worshipping §YAzura§!;;;;;;;;;;;;;x
counts_as_boethiah_worshipper;Counts as worshipping §YBoethiah§!;;;;;;;;;;;;;x
counts_as_clavicus_worshipper;Counts as worshipping §YClavicus§!;;;;;;;;;;;;;x
counts_as_hermaeus_worshipper;Counts as worshipping §YHermaeus§!;;;;;;;;;;;;;x
counts_as_hircine_worshipper;Counts as worshipping §YHircine§!;;;;;;;;;;;;;x
counts_as_mehrunes_worshipper;Counts as worshipping §YMehrunes Dagon§!;;;;;;;;;;;;;x
counts_as_mephala_worshipper;Counts as worshipping §YMephala§!;;;;;;;;;;;;;x
counts_as_meridia_worshipper;Counts as worshipping §YMeridia§!;;;;;;;;;;;;;x
counts_as_molag_worshipper;Counts as worshipping §YMolag Bal§!;;;;;;;;;;;;;x
counts_as_namira_worshipper;Counts as worshipping §YNamira§!;;;;;;;;;;;;;x
counts_as_nocturnal_worshipper;Counts as worshipping §YNocturnal§!;;;;;;;;;;;;;x
counts_as_peryite_worshipper;Counts as worshipping §YPeryite§!;;;;;;;;;;;;;x
counts_as_sanguine_worshipper;Counts as worshipping §YSanguine§!;;;;;;;;;;;;;x
counts_as_sheogorath_worshipper;Counts as worshipping §YSheogorath§!;;;;;;;;;;;;;x
counts_as_jyggalag_worshipper;Counts as worshipping §YJyggalag§!;;;;;;;;;;;;;x
counts_as_vaermina_worshipper;Counts as worshipping §YVaermina§!;;;;;;;;;;;;;x
counts_as_malacath_worshipper;Counts as worshipping §YMalacath§!;;;;;;;;;;;;;x
counts_as_known_undead;Is considered a §YKnown Undead§!;;;;;;;;;;;;;x
counts_as_unknown_undead;Is considered an §YUnknown Undead§!;;;;;;;;;;;;;x
county_conquest2_desc;Any ruler may expand their realm without claims into that of another cultural or religious group.;;;;;;;;;;;;;x
county_conquest_desc;Any ruler may expand their realm without claims into that of his cultural or religious group.;;;;;;;;;;;;;x
COURT_CARTOGRAPHER;Court Cartographer;;;;;;;;;;;;;x
COURT_MUSICIAN;Court Musician;;;;;;;;;;;;;x
COURT_PAINTER;Court Painter;;;;;;;;;;;;;x
COURT_POET;Court Poet;;;;;;;;;;;;;x
COURT_SCRIBE;Court Scribe;;;;;;;;;;;;;x
covens;Covens;;;;;;;;;;;;;x
covens_desc;This province is host to one or more Witch Covens.;;;;;;;;;;;;;x
create_akavir_empire;Create Akavir Empire;;;;;;;;;;;;;x
create_akavir_empire_desc;Create the Akavir Empire and unite all the lands of Akavir. If you didn't conquer Tang Mo and Kingdom of Sun, this act will give the de jure to you to do so.;;;;;;;;;;;;;x
create_daggerfall_covenant;Form the Daggerfall Covenant;;;;;;;;;;;;;x
create_daggerfall_covenant_desc;The Daggerfall Covenant is a defensive alliance primarily between the realms of High Rock and Hammerfell. It is formable during times of war, and guarantees mutual protection under a single, united realm.;;;;;;;;;;;;;x
create_ebonheart_pact;Create the Ebonheart Pact;;;;;;;;;;;;;x
create_ebonheart_pact_desc;Form the Ebonheart Pact, a defensive alliance between Argonia, Morrowind and Skyrim.;;;;;;;;;;;;;x
create_e_aldmeri;Create the Aldmeri Dominion;;;;;;;;;;;;;x
create_e_aldmeri_desc;Form the Aldmeri Dominion, and see the Mer regain their lost power as rulers of Tamriel.;;;;;;;;;;;;;x
create_e_argonia;Form Greater Argonia;;;;;;;;;;;;;x
create_e_argonia_desc;We are strong, and now is the time to form our own Empire, let us create Greater Argonia!;;;;;;;;;;;;;x
create_e_breton;Create the Bretonnic Empire;;;;;;;;;;;;;x
create_e_breton_desc;We have united the disparate Kingdoms of High Rock, and all those who dare to call themselves King or Queen in these fair lands will now bow before me or face the wrath of my armies!;;;;;;;;;;;;;x
create_e_cyrodiil;Create the Cyrodillic Empire;;;;;;;;;;;;;x
create_e_cyrodiil_desc;Reform the Cyrodillic Empire and relive the glory days of Reman I!;;;;;;;;;;;;;x
create_e_daggerfall;Create the Daggerfall Covenant;;;;;;;;;;;;;x
create_e_daggerfall_desc;Three races once at odds now stand united, let us form the Covenant and strengthen our ties!;;;;;;;;;;;;;x
create_e_dunmer;Create the Velothi Empire;;;;;;;;;;;;;x
create_e_dunmer_desc;Let us form the Velothi Empire and regain the golden age of the Dunmer!;;;;;;;;;;;;;x
create_e_ebonheart;Create the Ebonheart Pact;;;;;;;;;;;;;x
create_e_ebonheart_desc;Enemies grow envious of our power, and our people, once at odds, must unite against the world. Let us form the Pact and stay strong, together!;;;;;;;;;;;;;x
create_e_elsweyr;Create the Ta of the Two Moons;;;;;;;;;;;;;x
create_e_elsweyr_desc;Create the Ta of the Two Moons for the glory of all Khajiit!;;;;;;;;;;;;;x
create_e_maormer;Form the Maormer Hegemony;;;;;;;;;;;;;x
create_e_maormer_desc;It has been a long time coming, but now is the time for the rise of the Maormer Hegemony!;;;;;;;;;;;;;x
create_e_nordic;Create the Nordic Empire;;;;;;;;;;;;;x
create_e_nordic_desc;Form the Nordic Empire and relive the glory days of the First Empire.;;;;;;;;;;;;;x
create_e_potentate;Establish the Potentate;;;;;;;;;;;;;x
create_e_potentate_desc;I have secured the Imperial Isle and strengthened my position. While it is still tenuous, and it may cause controversy, I could force the Elder Council's to declare me the Imperial Potentate, perhaps with a view to establishing myself as the Emperor of Tamriel after some time has passed.;;;;;;;;;;;;;x
create_e_tamriel0;Take the throne of Tamriel!;;;;;;;;;;;;;x
create_e_tamriel0_desc;I have ruled as the Potentate for a number of years now and have yet to be removed from my position. In fact, I feel my position has only grown stronger, and the Elder Council knows it. I have the force of will to have the Council declare me Emperor of all Tamriel, but do I have the force of arms to back it up?;;;;;;;;;;;;;x
create_e_tamriel;Create the Empire of Tamriel;;;;;;;;;;;;;x
create_e_tamriel_desc;Create the glorious Empire of Tamriel and usher in the 3rd Era.;;;;;;;;;;;;;x
create_e_yokuda;Create the Yokudan Empire;;;;;;;;;;;;;x
create_e_yokuda_desc;We, of the Redguard Peoples, have grown strong, where others have grown weak, and now is the time for us to form our own Empire!;;;;;;;;;;;;;x
create_e_dami;Create the Empire of the Isles;;;;;;;;;;;;;x
create_e_dami_desc;Show the world that there are great powers outside of mainland Tamriel and Akavir.;;;;;;;;;;;;;x
create_e_akaviri;Create the Empire of Jaegi;;;;;;;;;;;;;x
create_e_akaviri_desc;We have survived the monstrous hunger of the Tsaesci and taken back much of our homeland. Jaegi will stand in remembrance of the fallen!;;;;;;;;;;;;;x
create_e_tsaesci;Create the Vsai of Tsakara;;;;;;;;;;;;;x
create_e_tsaesci_desc;The Tsaesci have completely supplanted the Akaviri and stand triumphant as the dominant race of Akavir, let Tsakara stand for a thousand generations!;;;;;;;;;;;;;x
create_e_kamal;Create the Kamal Empire;;;;;;;;;;;;;x
create_e_kamal_desc;Let the world know the winter's winds fill only the sails of a united Kamal Empire!;;;;;;;;;;;;;x
create_e_kapotun;Create Ka Po' Tun;;;;;;;;;;;;;x
create_e_kapotun_desc;The Po' Tun stand unconquered by the lesser races of Akavir. Let the Tiger-Dragon's Empire rise from their ashes!;;;;;;;;;;;;;x
create_e_tangmo;Create Qing Mo;;;;;;;;;;;;;x
create_e_tangmo_desc;A thousand isles stand united under our banner. Let the Tang Mo stand victorious!;;;;;;;;;;;;;x
create_k_alinor;Create Alinor;;;;;;;;;;;;;x
create_k_alinor_desc;Create Alinor;;;;;;;;;;;;;x
create_k_anequina;Reform Anequina;;;;;;;;;;;;;x
create_k_anequina_desc;The Confederacy controls our lands no more, but our people need a strong Ta to rally behind. Shall we reform the Ta of Anequina?;;;;;;;;;;;;;x
create_k_argonia;Create Argonia;;;;;;;;;;;;;x
create_k_argonia_desc;Create Argonia;;;;;;;;;;;;;x
create_k_bleakwind;Form the Kingdom of Bleakwind;;;;;;;;;;;;;x
create_k_bleakwind_desc;As a free Reachmen who has carved himself a realm in my own home land, I will not suffer the yoke of another! I will forge my own Kingdom, and the Reach shall tremble to hear its name!;;;;;;;;;;;;;x
create_k_colovia;Create the Colovian Estates;;;;;;;;;;;;;x
create_k_colovia_desc;We no longer strain under the yoke of these Nibenean dogs, or those so-called Imperials. The other Colovian lords are calling for a return to the rule of old, a return to the days of the Colovian Estates!;;;;;;;;;;;;;x
create_k_cyrodiil;Unify the Kingdom of Cyrodiil;;;;;;;;;;;;;x
create_k_cyrodiil_desc;Create a Unified Kingdom of Cyrodiil to strengthen our realm.;;;;;;;;;;;;;x
create_k_eastreach;Form the Kingdom of Eastreach;;;;;;;;;;;;;x
create_k_eastreach_desc;As a free Reachmen who has carved himself a realm in my own home land, I will not suffer the yoke of another! I will forge my own Kingdom, and the Reach shall tremble to hear its name!;;;;;;;;;;;;;x
create_k_elsweyr;Form the Kingdom of Elsweyr;;;;;;;;;;;;;x
create_k_elsweyr_desc;The dual crowns of Anequina and Pellitine stand united, through marriage or conquest, however reforming the Confederacy would make our realm more stable in the long run. While traditionally ruled by the Mane, his power has been greatly weakened, and we may claim the title unchallenged!;;;;;;;;;;;;;x
create_k_hammerfell;Create Hamerfell;;;;;;;;;;;;;x
create_k_hammerfell_desc;Create Hamerfell;;;;;;;;;;;;;x
create_k_highrock;Create High Rock;;;;;;;;;;;;;x
create_k_highrock_desc;Create High Rock;;;;;;;;;;;;;x
create_k_karthspire;Form the Kingdom of Karthspire;;;;;;;;;;;;;x
create_k_karthspire_desc;As a free Reachmen who has carved himself a realm in my own home land, I will not suffer the yoke of another! I will forge my own Kingdom, and the Reach shall tremble to hear its name!;;;;;;;;;;;;;x
create_k_markarth;Form the Kingdom of Markarth;;;;;;;;;;;;;x
create_k_markarth_desc;As a free Reachmen who has carved himself a realm in my own home land, I will not suffer the yoke of another! I will forge my own Kingdom, and the Reach shall tremble to hear its name!;;;;;;;;;;;;;x
create_k_morrowind;Create Morrowind;;;;;;;;;;;;;x
create_k_morrowind_desc;Create Morrowind;;;;;;;;;;;;;x
create_k_nibenay;Create the Kingdom of Nibenay;;;;;;;;;;;;;x
create_k_nibenay_desc;We no longer strain under the yoke of these Colovian dogs, or those so-called Imperials, perhaps it is time for us to reclaim our former lands and form the free Kingdom of Nibenay once again!;;;;;;;;;;;;;x
create_k_pellitine;Reform Pellitine;;;;;;;;;;;;;x
create_k_pellitine_desc;The Confederacy controls our lands no more, but our people need a strong Ta to rally behind. Shall we reform the Ta of Pellitine?;;;;;;;;;;;;;x
create_k_pyandonea;Create Pyandonea;;;;;;;;;;;;;x
create_k_pyandonea_desc;Create Pyandonea;;;;;;;;;;;;;x
create_k_ravenhall;Form the Kingdom of Ravenhall;;;;;;;;;;;;;x
create_k_ravenhall_desc;As a free Reachmen who has carved himself a realm in my own home land, I will not suffer the yoke of another! I will forge my own Kingdom, and the Reach shall tremble to hear its name!;;;;;;;;;;;;;x
create_k_skyrim;Create Skyrim;;;;;;;;;;;;;x
create_k_skyrim_desc;Create Skyrim;;;;;;;;;;;;;x
create_k_summerset;Create Summerset;;;;;;;;;;;;;x
create_k_summerset_desc;Create Summerset;;;;;;;;;;;;;x
create_k_valenwood;Create Valenwood;;;;;;;;;;;;;x
create_k_valenwood_desc;Create Valenwood;;;;;;;;;;;;;x
create_orderofancestors;Form the Order of the Ancestors;;;;;;;;;;;;;x
create_orderofancestors_desc;The Order of the Ancestors is the dedicated Knightly Order charged with the protection of Lillandril.;;;;;;;;;;;;;x
create_orderofanvil;Form the Order of the Anvil;;;;;;;;;;;;;x
create_orderofanvil_desc;The Order of the Anvil is the dedicated Knightly Order charged with the protection of Anvil.;;;;;;;;;;;;;x
create_orderofash;Form the Order of Ash;;;;;;;;;;;;;x
create_orderofash_desc;The Order of the Ash is the dedicated Knightly Order charged with the protection of the Ashlands.;;;;;;;;;;;;;x
create_orderofaxe;Form the Order of the Axe;;;;;;;;;;;;;x
create_orderofaxe_desc;The Order of the Axe is the dedicated Knightly Order charged with the protection of Whiterun.;;;;;;;;;;;;;x
create_orderofbanner;Form the Order of the Banner;;;;;;;;;;;;;x
create_orderofbanner_desc;The Order of the Banner are the dedicated Knightly Order charged with the protection of Falkreath.;;;;;;;;;;;;;x
create_orderofbear;Form the Order of the Bear;;;;;;;;;;;;;x
create_orderofbear_desc;The Order of the Bear is the dedicated Knightly Order charged with the protection of Eastmarch.;;;;;;;;;;;;;x
create_orderofbell;Form the Order of the Bell;;;;;;;;;;;;;x
create_orderofbell_desc;The Order of the Bell are the dedicated Knightly Order tasked with the protection of Vulkneu.;;;;;;;;;;;;;x
create_orderofblackfire;Form the Order of Blackfire;;;;;;;;;;;;;x
create_orderofblackfire_desc;The Order of Blackfire are the dedicated Knightly Order tasked with the protection of Kasaz.;;;;;;;;;;;;;x
create_orderofblackrose;Form the Order of the Black Rose;;;;;;;;;;;;;x
create_orderofblackrose_desc;The Order of the Black Rose is the dedicated Knightly Order charged with the protection of Blackrose.;;;;;;;;;;;;;x
create_orderofboar;Form the Order of the Boar;;;;;;;;;;;;;x
create_orderofboar_desc;The Order of the Boar is the dedicated Knightly Order tasked with the protection of Orsinium.;;;;;;;;;;;;;x
create_orderofbones;Form the Order of the Bones;;;;;;;;;;;;;x
create_orderofbones_desc;The Order of the Bones are the dedicated Knightly Order tasked with the protection of Gilane.;;;;;;;;;;;;;x
create_orderofbrokensword;Form the Order of the Broken Sword;;;;;;;;;;;;;x
create_orderofbrokensword_desc;The Order of the Broken Sword are the dedicated Knightly Order charged with the protection of Sunderstone.;;;;;;;;;;;;;x
create_orderofcamel;Form the Order of the Camal;;;;;;;;;;;;;x
create_orderofcamel_desc;The Order of the Camal are the dedicated Knightly Order tasked with the protection of Vulnim.;;;;;;;;;;;;;x
create_orderofcandle;Form the Order of the Candle;;;;;;;;;;;;;x
create_orderofcandle_desc;The Order of the Candle are the dedicated Knightly Order tasked with the protection of Sentinel.;;;;;;;;;;;;;x
create_orderofcliff;Form the Order of the Cliff;;;;;;;;;;;;;x
create_orderofcliff_desc;The Order of the Cliff is the dedicated Knightly Order charged with the protection of Sundercliff.;;;;;;;;;;;;;x
create_orderofcollar;Form the Order of the Collar;;;;;;;;;;;;;x
create_orderofcollar_desc;The Order of the Collar is the dedicated Knightly Order charged with the protection of Archon.;;;;;;;;;;;;;x
create_orderofcrystal;Form the Order of the Crystal;;;;;;;;;;;;;x
create_orderofcrystal_desc;The Order of the Crystal is the dedicated Knightly Order charged with the protection of King's Haven.;;;;;;;;;;;;;x
create_orderofdha;Form the Order of the Dha;;;;;;;;;;;;;x
create_orderofdha_desc;The Order of the Dha are the dedicated Knightly Order tasked with the protection of Solstheim.;;;;;;;;;;;;;x
create_orderoffleece;Form the Order of the Fleece;;;;;;;;;;;;;x
create_orderoffleece_desc;The Order of the Fleece is the dedicated Knightly Order charged with the protection of Valtgard.;;;;;;;;;;;;;x
create_orderofforgotten;Form the Order of the Forgotten;;;;;;;;;;;;;x
create_orderofforgotten_desc;The Order of the Forgotten are the dedicated Knightly Order tasked with the protection of Ravan.;;;;;;;;;;;;;x
create_orderofgarter;Form the Order of the Garter;;;;;;;;;;;;;x
create_orderofgarter_desc;The Order of the Garter is the dedicated Knightly Order charged with the protection of Teleman.;;;;;;;;;;;;;x
create_orderofglade;Form the Order of the Glade;;;;;;;;;;;;;x
create_orderofglade_desc;The Order of the Glade is the dedicated Knightly Order charged with the protection of Branchmont.;;;;;;;;;;;;;x
create_orderofgoat;Form the Order of the Goat;;;;;;;;;;;;;x
create_orderofgoat_desc;The Order of the Goat is the dedicated Knightly Order charged with the protection of Coldrock.;;;;;;;;;;;;;x
create_orderofgriffon;Form the Order of the Griffon;;;;;;;;;;;;;x
create_orderofgriffon_desc;The Order of the Griffon is the dedicated Knightly Order charged with the protection of Cloudrest.;;;;;;;;;;;;;x
create_orderofguar;Form the Order of the Guar;;;;;;;;;;;;;x
create_orderofguar_desc;The Order of the Guar is the dedicated Knightly Order charged with the protection of the Grazelands.;;;;;;;;;;;;;x
create_orderofhearth;Form the Order of the Hearth;;;;;;;;;;;;;x
create_orderofhearth_desc;The Order of the Hearth is the dedicated Knightly Order charged with the protection of Bleakwind.;;;;;;;;;;;;;x
create_orderofkagouti;Form the Order of the Kagouti;;;;;;;;;;;;;x
create_orderofkagouti_desc;The Order of the Kagouti is the dedicated Knightly Order charged with the protection of the Bitter Coast.;;;;;;;;;;;;;x
create_orderofkris;Form the Order of the Kris;;;;;;;;;;;;;x
create_orderofkris_desc;The Order of the Kris are the dedicated Knightly Order tasked with the protection of Taneth.;;;;;;;;;;;;;x
create_orderofmarch;Form the Order of the March;;;;;;;;;;;;;x
create_orderofmarch_desc;The Order of the March is the dedicated Knightly Order charged with the protection of Hjaalmarch.;;;;;;;;;;;;;x
create_orderofmartyr;Form the Order of the Martyr;;;;;;;;;;;;;x
create_orderofmartyr_desc;The Order of the Martyr is the dedicated Knightly Order charged with the protection of Pell's Gate.;;;;;;;;;;;;;x
create_orderofnoose;Form the Order of the Noose;;;;;;;;;;;;;x
create_orderofnoose_desc;The Order of the Noose is the dedicated Knightly Order charged with the protection of Linchal.;;;;;;;;;;;;;x
create_orderofpearl;Form the Order of the Pearl;;;;;;;;;;;;;x
create_orderofpearl_desc;The Order of the Pearl are the dedicated Knightly Order tasked with the protection of Samara.;;;;;;;;;;;;;x
create_orderofpheasant;Form the Order of the Pheasant;;;;;;;;;;;;;x
create_orderofpheasant_desc;The Order of the Pheasant is the dedicated Knightly Order charged with the protection of Canulus.;;;;;;;;;;;;;x
create_orderofrabbit;Form the Order of the Rabbit;;;;;;;;;;;;;x
create_orderofrabbit_desc;The Order of the Rabbit is the dedicated Knightly Order charged with the protection of Brittleshin Pass.;;;;;;;;;;;;;x
create_orderofrat;Form the Order of the Rat;;;;;;;;;;;;;x
create_orderofrat_desc;The Order of the Rat are the dedicated Knightly Order tasked with the protection of Skaven.;;;;;;;;;;;;;x
create_orderofraven;Form the Order of the Raven;;;;;;;;;;;;;x
create_orderofraven_desc;The Order of the Raven are the dedicated Knightly Order tasked with the protection of Dwynnen.;;;;;;;;;;;;;x
create_orderofreach;Form the Order of the Reach;;;;;;;;;;;;;x
create_orderofreach_desc;The Order of the Reach is the dedicated Knightly Order charged with the protection of the Reach.;;;;;;;;;;;;;x
create_orderofscarab;Form the Order of the Scarab;;;;;;;;;;;;;x
create_orderofscarab_desc;The Order of the Scarab are the dedicated Knightly Order tasked with the protection of Totambu.;;;;;;;;;;;;;x
create_orderofseer_desc;The Order of the Seer is the dedicated Knightly Order charged with the protection of Secula.;;;;;;;;;;;;;x
create_orderofshamshir;Form the Order of the Shamshir;;;;;;;;;;;;;x
create_orderofshamshir_desc;The Order of the Shamshir are the dedicated Knightly Order tasked with the protection of Solstheim.;;;;;;;;;;;;;x
create_orderofshield;Form the Order of the Shield;;;;;;;;;;;;;x
create_orderofshield_desc;The Order of the Shield is the dedicated Knightly Order tasked with the protection of the Wrothgarian Mountains.;;;;;;;;;;;;;x
create_orderofsickle;Form the Order of the Sickle;;;;;;;;;;;;;x
create_orderofsickle_desc;The Order of the Sickle is the dedicated Knightly Order charged with the protection of Sejanus.;;;;;;;;;;;;;x
create_orderofsky;Form the Order of the Sky;;;;;;;;;;;;;x
create_orderofsky_desc;The Order of the Sky is the dedicated Knightly Order charged with the protection of Skywatch.;;;;;;;;;;;;;x
create_orderofspear;Form the Order of the Spear;;;;;;;;;;;;;x
create_orderofspear_desc;The Order of the Spear is the dedicated Knightly Order charged with the protection of Blackwood.;;;;;;;;;;;;;x
create_orderofstallion;Form the Order of the Black Stallion;;;;;;;;;;;;;x
create_orderofstallion_desc;The Order of the Black Stallion is the dedicated Knightly Order charged with the protection of Chorrol.;;;;;;;;;;;;;x
create_orderofsun;Form the Order of the Sun;;;;;;;;;;;;;x
create_orderofsundering;Form the Order of the Sundering;;;;;;;;;;;;;x
create_orderofsundering_desc;The Order of the Sundering are the dedicated Knightly Order tasked with the protection of Akos.;;;;;;;;;;;;;x
create_orderofsun_desc;The Order of the Sun is the dedicated Knightly Order charged with the protection of Sunhold.;;;;;;;;;;;;;x
create_orderoftalwar;Form the Order of the Talwar;;;;;;;;;;;;;x
create_orderoftalwar_desc;The Order of the Talwar are the dedicated Knightly Order tasked with the protection of Solstheim.;;;;;;;;;;;;;x
create_orderoftheblack;Form the Order of the Black;;;;;;;;;;;;;x
create_orderoftheblack_desc;The Order of the Black are the dedicated Knightly Order tasked with the protection of Solstheim.;;;;;;;;;;;;;x
create_orderoftheseaserpent;Form the Order of the Sea Serpents;;;;;;;;;;;;;x
create_orderoftheseaserpent_desc;The Order of the Sea Serpents is the dedicated Knightly Order charged with the protection of Banta.;;;;;;;;;;;;;x
create_orderofthespring;Form the Order of the Spring;;;;;;;;;;;;;x
create_orderofthespring_desc;The Order of the Spring is the dedicated Knightly Order charged with the protection of Greenspring.;;;;;;;;;;;;;x
create_orderofthistle;Form the Order of the Thistle;;;;;;;;;;;;;x
create_orderofthistle_desc;The Order of the Thistle is the dedicated Knightly Order charged with the protection of Nilheim.;;;;;;;;;;;;;x
create_orderoftower;Form the Order of the Tower;;;;;;;;;;;;;x
create_orderoftower_desc;The Order of the Tower is the dedicated Knightly Order tasked with the protection of the Chain.;;;;;;;;;;;;;x
create_orderoftrident;Form the Order of the Trident;;;;;;;;;;;;;x
create_orderoftrident_desc;The Order of the Trident is the dedicated Knightly Order charged with the protection of Abbarbas.;;;;;;;;;;;;;x
create_orderofturban;Form the Order of the Turban;;;;;;;;;;;;;x
create_orderofturban_desc;The Order of the Turban are the dedicated Knightly Order tasked with the protection of Heldorn.;;;;;;;;;;;;;x
create_orderofwanderingtree;Form the Order of the Wandering Tree;;;;;;;;;;;;;x
create_orderofwanderingtree_desc;The Order of the Wandering Tree is the dedicated Knightly Order tasked with the protection of Falinesti.;;;;;;;;;;;;;x
create_ordersabrecat;Form the Order of the Sabre Cat;;;;;;;;;;;;;x
create_ordersabrecat_desc;The Order of the Sabre Cat is the dedicated Knightly Order charged with the protection of Korvanjund.;;;;;;;;;;;;;x
create_p_alinor;Create Alinor;;;;;;;;;;;;;x
create_p_alinor_desc;Create the Petty Kingdom of Alinor;;;;;;;;;;;;;x
create_reach_rm;Form the Reach;;;;;;;;;;;;;x
create_reach_rm_desc;Form a united Kingdom of the Reach to rule your countrymen!;;;;;;;;;;;;;x
crown_levy;Crown Levy;;;;;;;;;;;;;x
crown_levy_0;No Crown Levy;;;;;;;;;;;;;x
crown_levy_0_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_levy_0_option;None;;;;;;;;;;;;;x
crown_levy_1;Minimal Crown Levy;;;;;;;;;;;;;x
crown_levy_1_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_levy_1_option;Minimal;;;;;;;;;;;;;x
crown_levy_2;Medium Crown Levy;;;;;;;;;;;;;x
crown_levy_2_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_levy_2_option;Medium;;;;;;;;;;;;;x
crown_levy_3;High Crown Levy;;;;;;;;;;;;;x
crown_levy_3_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_levy_3_option;High;;;;;;;;;;;;;x
crown_levy_4;Maximum Crown Levy;;;;;;;;;;;;;x
crown_levy_4_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_levy_4_option;Maximum;;;;;;;;;;;;;x
crown_levy_desc;The Crown Levy law is the obligation of your vassals to provide men and arms to the crown during times of conflict. Vassals naturally enjoy laxity in this law, and become more unhappy as more of their own personal armies are called away to do their liege's bidding.;;;;;;;;;;;;;x
crown_yourself_as_elder_dynasty_member;Crown Yourself as of Elder Dynasty;;;;;;;;;;;;;x
crown_yourself_as_elder_dynasty_member_desc;Crown Yourself as a Member of Elder Court, Elder Dynasty and the Sole Ruler of all Tsaesci Kingdoms.;;;;;;;;;;;;;x
CRTCOSTSDESC0;The costs of a noble court can be a heavy burden, one that must be born by the host.;;;;;;;;;;;;;x
CRTCOSTSDESC1;The costs of a ducal court can be a heavy burden, one that must be born by the host.;;;;;;;;;;;;;x
CRTCOSTSDESC2;The costs of a royal court can be a heavy burden, one that must be born by the host.;;;;;;;;;;;;;x
CRTCOSTSDESC3;The costs of a royal court can be a heavy burden, one that must be born by the host.;;;;;;;;;;;;;x
