EVTDESC_WoL_6100;Observing the movements of the moons at night, you have begun to see some regular patterns. These observations, however, have raised many new questions. You are starting to wonder, for example, what exactly the various phases represent.;;;;;;;;;x
EVTDESC_WoL_6122;One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights studying the sky. Don't you know this kind of thing almost always leads to madness and ruin?';;;;;;;;;x
EVTOPTA_WoL_6140;I must persist - the truth is out there.;Je dois continuer, la vérité est ailleurs.;Ich darf nicht aufgeben. Die Wahrheit ist irgendwo da draußen.;;Debo persistir, la verdad está ahí fuera.;;;;;;;;;x
EVTDESC_WoL_6152;Dear [Root.GetTitledName],\nI have been told that you are becoming too absorbed into studying the moons, rather than relying on the teachings of [Root.Religion.GetRandomGodName]. I am certain that such rumors are only slander and that you would never do such a thing. If it were true, however, I would be most disappointed.\n\nIn the name of [Root.Religion.GetRandomGodName],\n[From.GetTitledName];;;;;;;;;x
EVTDESC_WoL_6160;You studies of the celestial spheres are progressing well. You see movements and relationships that you had never dared guess at. It seems clear to you now that the laws that guide the movements of Masser and Secunda must have profound effects on the state of Nirn in some way.;;;;;;;;;x
EVTOPTA_WoL_6160;And what is Nirn?;;;;;;;;;x
EVTDESC_WoL_6170;You are sure you have made a breakthrough in your studies. Yes, it cannot be otherwise. You have been able to construct a makeshift Orrery which you are positive can harness some small sliver of the power of the moons and their phases.;;;;;;;;;x
heliocentrist_scholar;Student of the Orrery;;;;;;;;;x
EVTDESC_WoL_6300;Within your laboratory, you pore through old tomes about the realms of Oblivion. The old stories are all the same - ambitious rulers and questing heroes strike bargains and perform amazing feats to receive incredible boons. What's to say that you cannot do the same?;;;;;;;;;x
EVTOPTA_WoL_6300;There is true power within my grasp...;;;;;;;;;x
EVTDESC_WoL_6110_EK;The dusty texts you perused earlier had some useful information, but nothing important. To really delve into the mysteries of Oblivion, you will need to hire a scholar specializing in all matters Daedric.;;;;;;;;;x
EVTOPTA_WoL_6110_EK;I'll do it.;;;;;;;;;x
EVTOPTB_WoL_6110_EK;On second thought, no.;;;;;;;;;x
EVTTOOLTIPWOL10302;Your §YDynasty§! will appreciate this gesture.\n;Votre §YDynasty§! appréciera ce geste.\n;Eure §YDynastie§! weiß diese Geste zu schätzen.\n;;Tu §YDynasty§! apreciará este gesto.\n;;;;;;;;;x
EVTOPTA_WOL_11102;I'll get him to be less slothful when I'm around.;Je lui ferai abandonner ses sales habitudes.;Ich treibe ihm die Faulheit schon aus, wenn ich in der Nähe bin.;;Haré que sea menos perezoso cuando esté a su lado. ;;;;;;;;;x
EVTOPTB_WOL_11102;It grinds my gears, but I might cause distress if I lecture people like that.;Cela m'horripile, mais je pourrais me mettre les gens à dos si je leur fais la leçon de cette manière.;Es stört mich zwar, aber ich könnte die Menschen verärgern, wenn ich ihnen einfach so Vorhaltungen mache.;;Me pone furioso, pero la gente puede sentirse afectada si les doy lecciones. ;;;;;;;;;x
CHAR_IMPRISONED_LOG;§Y$VICTIM$§! has been imprisoned by §Y$ACTOR$§!.;§Y$VICTIM$§! a été emprisonné par §Y$ACTOR$§!.;§Y$VICTIM$§! wurde von §Y$ACTOR$§! Inhaftiert.;;§Y$VICTIM$§! ha sido encarcelado por §Y$ACTOR$§!.;;;;;;;;;x
CLAIM_LOST_LOG;§Y$TOCHARACTER$§! did not inherit §Y$FROMCHARACTER$'s§! claim on $CLAIM$.;§Y$TOCHARACTER$§! n’a pas hérité de la revendication de §Y$FROMCHARACTER$§! sur $CLAIM$.;§Y$TOCHARACTER$§! erbte §Y$FROMCHARACTER$s§! Anspruch auf $CLAIM$ nicht.;;§Y$TOCHARACTER$§! no heredó el derecho a reclamar $CLAIM$ de §Y$FROMCHARACTER$§!.;;;;;;;;;x
EXILE_FROM_PLAYER_LOG;§Y$NAME$§! has left your court for the §Y$TARGET$§!.;§Y$NAME$§! a quitté votre Cour pour §Y$TARGET$§!.;§Y$NAME$§! hat Euren Hof mit dem Ziel §Y$TARGET$§! verlassen.;;¡§Y$NAME$§! Ha abandonado tu corte para ir a §Y$TARGET$§!.;;;;;;;;;x
EXILE_TO_PLAYER_SETUP;A character has arrived at your court;Un personnage a rejoint votre Cour;Ein Charakter ist an Eurem Hof eingetroffen;;Ha llegado un personaje a tu corte.;;;;;;;;;x
EXILE_TO_PLAYER_LOG;§Y$NAME$§! has arrived at your court;§Y$NAME$§! a rejoint votre Cour;§Y$NAME$§! ist an Eurem Hof eingetroffen;;§Y$NAME$§! ha llegado a tu corte.;;;;;;;;;x
EXILE_FROM_PLAYER_SETUP;A character has left your court;Un personnage a quitté votre Cour;Ein Charakter hat Euren Hof verlassen;;Un personaje ha abandonado tu corte;;;;;;;;;x
EVTOPTA3425;He had it coming.;Il n’a eu que ce qu’il méritait.;Er verdiente es nicht anders;;Se lo merecía;;;;;;;;;x
feudal_government_desc;Feudal government revolves around the oath between liege and vassal, and Feudal lords can only directly own so many Holdings before they must start to rely on vassals - whose loyalty may vary... There are several Succession Laws to pick between - each with its own merits. The Centralisation Law controls the maximum size of your Demesne and the number of direct vassals you can have.;Un gouvernement féodal repose sur un serment entre un seigneur et son vassal, et les seigneurs féodaux ne peuvent posséder directement qu'un nombre limité de propriétés avant de devoir s'appuyer sur des vassaux – dont la loyauté peut laisser à désirer... Vous pouvez choisir une loi de succession, chacune ayant ses propres mérites. La loi de centralisation contrôle la taille maximale de votre domaine et le nombre de vassaux directs que vous pouvez avoir.;Im Zentrum einer Feudalregierung steht der Eid zwischen Lehnsherr und Vasall. Die Anzahl der Liegenschaften, die ein feudaler Herrscher persönlich regieren kann, ist begrenzt. Anschließend kommen Vasallen ins Spiel, deren Loyalität unterschiedlich groß sein kann... Für die Erbfolge stehen verschiedene Gesetze zur Wahl, von denen jedes seine Vorzüge hat. In den Zentralisierungsgesetzen ist die maximale Größe der Domäne und die mögliche Anzahl der direkten Vasallen festgelegt.;;El gobierno feudal gira alrededor del juramento entre señor y vasallo, y los señores feudales sólo pueden poseer directamente un cierto número de posesiones antes de empezar a confiar en sus vasallos - cuya lealtad puede variar... Hay varias leyes de sucesión para elegir, cada una con sus propios méritos. La ley de centralización controla el tamaño máximo de tu domino y el número de vasallos directos que puedes tener.;;;;;x
focus_hunting_desc;[This.GetTitledFirstName] travels the realm making friends and killing off [This.Religion.GetRandomGodName]'s creatures.;[This.GetTitledFirstName] voyage dans le royaume, tout en se faisant des amis et en éliminant les créatures de [This.Religion.GetRandomGodName].;[This.GetTitledFirstName] bereist das Reich, gewinnt Freunde und bringt dabei  die Geschöpfe von [This.Religion.GetRandomGodName] zur Strecke.;;[This.GetTitledFirstName] viaja por el mundo haciendo amigos y matando criaturas de [This.Religion.GetRandomGodName];;;;;;;;;x
haughty_desc;This child is proud and vain, convinced of their own superiority. Can develop into: §YProud§!, §YArbitrary§!, §YCruel§! or §YVain§!.;L'enfant est de nature fière et vaniteuse. Ceci peut conduire aux traits §YOrgueil§!, §YPartialité§!, §YCruauté§! ou §YVain§!.;Das Kind ist voller Stolz und Eitelkeit und überzeugt von der eigenen Überlegenheit. Mögliche Entwicklungen: §YStolz§!, §YÜberheblich§!, §YGrausam§! oder §YVain§!.;;Este niño es orgulloso/a y vanidoso/a, convencido de su propia superioridad. Puede desarrollarse como: §YOrgulloso§!, §YArrogante§!, §YCruel§! o §YVain§!.;;;;;;;;;x
affectionate_desc;This child is kind and is quick to show love and affection. Can develop into: §YKind§!, §YContent§! or §YTrusting§!.;L'enfant est de nature gentille et affectueuse. Ceci peut conduire aux traits §YGentillesse§!, §YContentement§! ou §YConfiance§!.;Das Kind ist freundlich und zeigt schnell seine Liebe und Zuneigung. Mögliche Entwicklungen: §YGütig§!, §YZufrieden§! oder §YTreuherzig§!.;;Este niño es bueno/a y es rápido en mostrar amor y afecto. Puede desarrollarse como:  §YAmable§!, §YContento§! o §YConfiado§!.;;;;;;;;;x
timid_desc;This child is shy and quiet and usually avoids open conflicts. Can develop into: §YHumble§!, §YShy§!, §YCraven§! or §YGroomed§!.;L'enfant est de nature timide et discrète. Ceci peut conduire aux traits §YHumilité§!, §YTimidité§!, §YLâcheté§! ou §YGroomed§!.;Das Kind ist schüchtern und still und geht der offenen Konfrontation aus dem Weg. Mögliche Entwicklungen: §YBescheiden§!, §YSchüchtern§!, §YFeige§! oder §YGroomed§!.;;Este niño es tímido y reservado y evita generalmente los conflictos. Puede desarrollarse como: §YHumilde§!, §YTímido§!, §YCobarde§! o §YGroomed§!.;;;;;;;;;x
rowdy_desc;This child is loud and lively and usually prefers rough physical activity over calmer pursuits. Can develop into: §YBrawny§!, §YHonest§!, §YDull§! or §YReckless§!.;L'enfant est de nature bruyante et chahuteuse. Ceci peut conduire aux traits §YRobuste§!, §YHonnêteté§!, §YSimplet§! ou §YReckless§!.;Das Kind ist laut und quirlig und geht am liebsten körperlich fordernden Aktivitäten nach. Mögliche Entwicklungen: §YMuskulös§!, §YEhrlich§!, §YStumpfsinnig§! oder §YReckless§!.;;Este niño es fuerte y vivaz y generalmente prefiere actividad física dura sobre actividades más tranquilas. Puede desarrollarse como:  §YFornido§!, §YHonesto§!, §YTonto§! o §YReckless§!.;;;;;;;;;x
willful_desc;This child is stubborn and strong-willed, and doesn't obey or give way easily. Can develop into: §YAmbitious§!, §YBrave§!, §YStubborn§! or §YUncouth§!.;L'enfant est de nature têtue et déterminée. Ceci peut conduire aux traits §YForte ambition§!, §YBravoure§!, §YEntêtement§!, ou §YInélégance§!.;Das Kind ist stur und eigensinnig. Es gehorcht selten und gibt ungern nach. Mögliche Entwicklungen: §YEhrgeizig§!, §YTapfer§!, §YStur§!, oder §YUngehobelt§!.;;Este niño es testarudo/a y voluntarioso/a y no obedece ni cede fácilmente. Puede desarrollarse como: §YAmbicioso§!, §YValiente§!, §YTerco§! o §Ydesmañado§!;;;;;;;;;x
brooding_desc;This child is a quiet thinker, often sitting inside in deep ponderings as others play outside in the sun. Can develop into: §YJust§!, §YWroth§!, §YEnvious§! or §YRuthless§!.;L'enfant est de nature calme, préférant cogiter dans son coin plutôt que jouer avec les autres dehors. Ceci peut conduire aux traits §YSens de la justice§!, §YColère§!, §YEnvie§! ou §YRuthless§!.;Das Kind hat einen Hang zur stillen Betrachtung und überlässt das Herumtoben im Freien gerne den anderen. Mögliche Entwicklungen: §YGerecht§!, §YZornig§!, §YNeidisch§! oder §YRuthless§!.;;Este niño es un pensador tranquilo, a menudo se sienta en profundas reflexiones mientras otros juegan al sol. Puede desarrollarse como: §YJusto§!, §YAirado§!, §YEnvidioso§! o §YRuthless§!.;;;;;;;;;x
indolent_desc;This child is very averse to any kind of exertion, be it mental or physical. Can develop into: §YCharitable§!, §YSlothful§!, §YGluttonous§! or §YGroomed§!.;L'enfant se refuse à tout effort, mental ou physique. Ceci peut conduire aux traits §YCharité§!, §YParesse§! §YGourmandise§!, ou §YGroomed§!.;Das Kind hat eine Abneigung gegen Anstrengung jeder Form, ganz gleich ob körperlicher oder geistiger Natur. Mögliche Entwicklungen: §YWohltätig§!, §YFaul§! §YGefräßig§!, oder §YGroomed§!.;;Este niño es muy reacio a cualquier tipo de esfuerzo, ya sea mental o físico. Puede desarrollarse como: §YCaritativo§!, §YPerezoso§! §YGlotón§!, o §YGroomed§!.;;;;;;;;;x
playful_desc;This child loves to engage in fun and games, almost always turning any activity into an excuse to play. Can develop into: §YGregarious§!, §YDeceitful§!, §YSlovenly§! or (rarely) §YLunatic§!.;L'enfant est de nature joueuse, faisant de chaque activité un jeu. Ceci peut conduire aux traits §YSociabilité§!, §YFourberie§!, §YSlovenly§! ou plus rarement §YLunatique§!.;Das Kind liebt Spiele und das Vergnügen und hat einen spielerischen Zugang zur Welt. Mögliche Entwicklungen: §YGesellig§!, §YHinterlistig§!, §YSlovenly§! oder (selten) §YVerrückt§!.;;Este niño quiere participar en diversiones y juegos, convertir casi siempre cualquier actividad en una excusa para jugar. Puede desarrollarse como:  §YGregario§!, §YEmbustero§!, §YSlovenly§! o (raramente) §YLunático§!.;;;;;;;;;x
conscientious_desc;This child is unusually scrupulous and responsible, taking delight in completing any chores and tasks to perfection. Can develop into: §YDiligent§!, §YTemperate§! or §YAbsent-Minded§!.;L'enfant est de nature méticuleuse et responsable. Ceci peut conduire aux traits §YDiligence§!, §YTempérance§! ou §YAbsent-Minded§!.;Das Kind ist außergewöhnlich pflichtbewusst und möchte ihm gestellte Aufgaben möglichst perfekt erledigen. Mögliche Entwicklungen: §YFleißig§!, §YGemäßigt§! oder §YAbsent-Minded§!.;;Este niño es inusualmente escrupuloso/a y responsable, tomando placer en la realización de los quehaceres y tareas a la perfección. Puede desarrollarse como: §YDiligente§!, §YModerado§! o §YAbsent-Minded§!;;;;;;;;;x
fussy_desc;This child is very particular about details which seem trivial to others, sometimes to the point of causing anxiety and frustration. Can develop into: §YPatient§!, §YGreedy§! or §YParanoid§!.;L'enfant accorde une grande importance aux détails, même si ceux-ci semblent sans importance pour les autres, lui causant parfois anxiété et frustration. Ceci peut conduire aux traits §YPatience§!, §YAvarice§! ou §YParanoïa§!.;Das Kind misst scheinbar nebensächlichen Kleinigkeiten große Bedeutung zu, was nicht alle nachvollziehen können und manchmal für Frustration sorgt. Mögliche Entwicklungen: §YGeduldig§!, §YGierig§! oder §YParanoid§!.;;Este niño es muy particular acerca de los detalles que parecen triviales para otros, a veces hasta el punto de causar ansiedad y frustración. Puede desarrollarse como: §YPaciente§!, §YCodicioso§! o §YParanoico§!.;;;;;;;;;x
curious_desc;This child has an inquisitive nature and is constantly asking questions and poking around looking for new and interesting things. Can develop into: §YShrewd§!, §YCynical§! or §Ysympathies for other religions§!.;L'enfant est de nature curieuse et pose constamment des questions, à la recherche de nouvelles choses intéressantes à découvrir. Ceci peut conduire aux traits §YRuse§!, §YCynisme§! ou §YSympathie pour une autre religion§!.;Das Kind kann stundenlang Fragen stellen und ist immer auf der Suche nach neuen und interessanten Dingen. Mögliche Entwicklungen: §YKlug§!, §YZynisch§! oder §YSympathie für andere Religionen§!.;;Este niño tiene una naturaleza inquisitiva, está preguntando constantemente y buscando cosas nuevas e interesantes. Puede desarrollarse como:  §YAstuto§!, §YSuspicaz§! o §Ysimpatías por otras religiones§!.;;;;;;;;;x
idolizer_desc;This child is easily impressed and also has a fervent desire to seek for ultimate truths. Can develop into: §YZealous§!, §YErudite§!, §YFrail§! or §YUncouth§!.;L'enfant est impressionnable et a également un puissant désir de connaître les grandes vérités de ce monde. Ceci peut conduire aux traits §YZèle§!, §YÉrudition§!, §YFrêle§! ou §YInélégance§!.;Das Kind ist leicht zu beeindrucken und hat eine große Sehnsucht nach endgültigen Wahrheiten. Mögliche Entwicklungen: §YEifrig§!, §YGebildet§!, §YSchwächlich§! oder §YUngehobelt§!.;;Este niño se impresiona fácilmente y también tiene un deseo ferviente de buscar las últimas verdades. Puede desarrollarse como: §YCeloso§!, §YErudito§!, §YFrágil§! o §Ydesmañado§!.;;;;;;;;;x
holding_large_feast;Holding a Large Feast;Organiser une grande fête;Ein großes Fest geben;;Celebrando un gran banquete;;;;;;;;;x
JOIN_AMBITION_INTERACTION_LETTER;We would like you to back our plot to [Actor.GetPlot].;Nous aimerions que vous souteniez notre complot visant à [Actor.GetPlot].;Wir hätten gerne, dass Ihr unsere folgende Verschwörung unterstützt: [Actor.GetPlot].;;Nos gustaría que apoyaras nuestro complot para [Actor.GetPlot].;;;;;;;;;x
IS_MARRIED_TO;Is married to §Y$WHO$§!\n;Est marié(e) à §Y$WHO$§!\n;Ist mit §Y$WHO$§! verheiratet\n;;Está casado/a con §Y$WHO$§!\n;;;;;;;;;x
IS_LOVER_OF;Is a Lover of §Y$WHO$§!\n;Est l'amant(e) de §Y$WHO$§!\n;Ist ein Liebhaber von §Y$WHO$§!\n;;es un amante de §Y$WHO$§!\n;;;;;;;;;x
IS_CLOSE_RELATIVE;Is a close relative\n;Est un proche parent\n;Ist ein naher Verwandter\n;;Es un pariente cercano\n;;;;;;;;;x
job_chancellor_khajiit_pantheon;Chancellor;;;;;;;;;;;;;x
job_marshal_khajiit_pantheon;Marshal;;;;;;;;;;;;;x
job_treasurer_khajiit_pantheon;Steward;;;;;;;;;;;;;x
job_spymaster_khajiit_pantheon;Spymaster;;;;;;;;;;;;;x
job_spiritual_khajiit_pantheon;Magister;;;;;;;;;;;;;x
COUNTY_CAPITAL_OF;§Y$NAME$§! (Capital);§Y$NAME$§! (Capitale);$NAME$ - Grafschaftshauptstadt;;$NAME$: Capital;;;;;;;;;x
obj_amass_wealth_desc;[This.GetTitledFirstName] wants to amass a substantial amount of wealth.;[This.GetTitledFirstName] souhaite amasser de nombreuses richesses.;[This.GetTitledFirstName] will großen Reichtum anhäufen.;;[This.GetTitledFirstName] quiere acumular riqueza en abundancia.;;;;;;;;;x
OFFER_VASSALIZATION_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W agreed to become a vassal of §Y[Actor.GetBestName]§W.;§Y[Recipient.GetBestName]§W a accepté de devenir un vassal de §Y[Actor.GetBestName]§W.;§Y[Recipient.GetBestName]§W stimmte zu, Vasall von §Y[Actor.GetBestName]§W zu werden.;;§Y[Recipient.GetBestName]§W ha aceptado ser súbdito de §Y[Actor.GetBestName]§W.;;;;;;;;;x
OK;Ok;OK.;Ok.;OK.;Aceptar.;Ok.;Rendben.;Ok.;;;;;;x
#PLAYER_SUCCESSOR_CHANGED_LOG;Your have a new Heir. If your character dies now, you will play as §Y$NEW_SUCCESSOR$§!.;Vous avez un nouvel héritier. Si votre personnage meurt, vous incarnerez §Y$NEW_SUCCESSOR$§!;Ihr habt einen neuen Erben. Wenn Euer Charakter jetzt stirbt, spielt Ihr als §Y$NEW_SUCCESSOR$§! weiter;;Tienes un nuevo heredero. Si tu personaje muere, jugarás como §Y$NEW_SUCCESSOR$§!.;;;;;;;;;x
RANSOM_CHARACTER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W declined to ransom §Y[ThirdPartyCharacter.GetTitledFirstName]§W from §Y[Actor.GetBestName]§W.;§Y[Recipient.GetBestName]§W a refusé de racheter §Y[ThirdPartyCharacter.GetTitledFirstName]§W à §Y[Actor.GetBestName]§W.;§Y[Recipient.GetBestName]§W weigerte sich, §Y[ThirdPartyCharacter.GetTitledFirstName]§W von §Y[Actor.GetBestName]§W freizukaufen.;;§Y[Recipient.GetBestName]§W no ha querido pagar un rescate para liberar a §Y[ThirdPartyCharacter.GetTitledFirstName]§W de §Y[Actor.GetBestName]§W.;;;;;;;;;x
REL_INVESTITURE_DESC;$NAME$ Bishops may pay tax to their religious head rather than their secular liege;;;;;;;;;;;;;x
RULE_NON_EPIDEMIC_DISEASES_DEFAULT_DESC;Characters will develop and contract non-epidemic diseases, such as rockjoint and greenspore, at the default rate.;Les personnages développeront des maladies non épidémiques, telles que la pneumonie et le cancer, au taux par défaut.;Charaktere erkranken zur Standardrate an nicht-epidemischen Krankheiten wie Lungenentzündung und Krebs.;;Los personajes desarrollarán y contraerán enfermedades no epidémicas como la neumonía y el cáncer al ritmo predeterminado.;;;;;;x
EVTDESC501;[From.GetTitledFirstName] and [From.GetPossPronoun] [GetFromVsNewRelation] [New.GetTitledFirstName] have gotten married under a sacred close-kin union. We can collect a Royal Aid Duty to pay for the ceremonies.;;;;;;;;;x
maimed_effect_tooltip;§Y[This.GetBestName]§! will be §YMaimed§!\n;§Y[This.GetBestName]§! sera §Yinfirme§!\n;§Y[This.GetBestName]§! wird §Yverstümmelt§! sein\n;;§Y[This.GetBestName]§! quedará §YLisiado§!\n;;;;;;;;;x
hedonist_desc;[Root.GetFirstName] has chosen to live a life of debauchery and sin. It is likely to have some repercussions on their long-term health.;;;;;;;;;x
hunter_desc;[Root.GetFirstName] lives for the hunt, and only feels truly alive when stalking and killing their quarries.;;;;;;;;;x
BISHOP_LOYALTY_DESC;Theocrats are not obliged to pay any taxes - or provide levies - to their secular liege. They will pay their religious head, their secular liege or even an Anti-religious head depending on who they like best.;Les évêques catholiques ne sont pas tenus de payer des impôts, ou de fournir des troupes, à leur seigneur séculier. Ils versent de l'argent au Pape, à leur seigneur séculier, voire à un antipape selon leurs préférences.;Katholische Bischöfe sind nicht verpflichtet, ihrem weltlichen Lehnsherrn Steuern zu zahlen oder Aufgebote bereitzustellen. Sie leisten ihre Zahlungen an den Papst, ihren weltlichen Lehnsherrn oder sogar an einen Gegenpapst. Je nachdem, wen sie bevorzugen...;;Los obispos católicos no están obligados a pagar impuestos o proporcionar levas a su señor seglar. Pagarán al que más les guste: al papa, al señor seglar o incluso al Antipapa.;;;;;;;;;x
OPINION_OF_POPE;Opinion of Religion Head;Opinion envers le Pape;Meinung des Papstes;;Opinión del papa;;;;;;;;;x
EVTDESC_WOL_81_F;It isn't easy bedding every man who catches my fancy. Jealous spouses, watchful mothers, meddling courtiers - it takes skill to navigate such treacherous waters!;;;;;;;;;;x
EVTDESC_WOL_81_M;Chasing skirts can be a dangerous business. Jealous spouses, watchful parents, eavesdropping maids... by [Root.Religion.GetRandomGodName], it's a wonder I'm still alive!;;;;;;;;;;x
EVTOPTA9002;My crippling addiction must not be revealed...;;;;;;;;;;;;;x
EVTDESC935;My network of spies in [Root.Location.GetName] have investigated a local noble and it turns out that they are a slave to the toxic skooma... By threating to spread this rumor, my liege might be able to extort the favours or money from them.;;;;;;;;;x
EVTDESC20350;My liege, my network of spies here in [From.Location.GetName] have found out that a local noble is a skooma addict. What should I do with this information?\n\nYour humble Spymaster,\n[From.GetTitledName];;;;;;;;;;x
EVTOPTA20350;Blackmail them!;Faites-le chanter !;Erpresst ihn!;;¡Extorsiónalo!;;;;;;;;;x
EVTOPTB20350;Spread rumors about them.;Répandez les rumeurs le concernant.;Verbreitet Gerüchte über ihn.;;Difunde los rumores.;;;;;;;;;x
EVTDESC_RIP_4514;An individual afflicted with brown rot named [homeless_leper.GetFirstName] arrived at court today. With the quarantine rooms in [hospital_location.GetName] being crowded already, [homeless_leper.GetSheHe] has nowhere to go and now begs for your aid.;;;;;;;;x
EVTDESC_RIP_4520;The vegetable garden in [kitchen_hospital.GetName] was raided by vermin quite recently and is nearly bereft of edible food. Without it, many of the poor might starve.;;;;;;;;x
EVTOPTA_RIP_4520;I will pay for the replanting.;;;;;;;;x
EVTDESC_MNM_10023_SR_C;To [Root.GetTitledFirstName],\n\nIt has come to our attention that you no longer follow our rules and guidelines. While your service has been admirable, we can no longer remain in contact with you.\n\n\nSigned, [From.GetSocietyRank] [From.GetFirstName];;;;;;;;x
String_January;Morning Star;;;;;;;;x
String_February;Sun's Dawn;;;;;;;;x
String_March;First Seed;;;;;;;;x
String_April;Rain's Hand;;;;;;;;x
String_May;Second Seed;;;;;;;;x
String_June;Midyear;;;;;;;;x
String_July;Sun's Height;;;;;;;;x
String_August;Last Seed;;;;;;;;x
String_September;Hearthfire;;;;;;;;x
String_October;Frostfall;;;;;;;;x
String_November;Sun's Dusk;;;;;;;;x
String_December;Evening Star;;;;;;;;x
action_assist_arrest_desc;Send in your [GetMarshalName] with enough troops to suppress revolts and facilitate arrests of local vassals, as well as root out and destroy ongoing criminal activity and infestations.;;;;;;;;x
action_hunt_heretics;Hunt Abominations;;;;;;;;x
action_hunt_heretics_desc;The [GetLordSpiritualName] will hunt down vampires and werewolves hiding in your court and realm, dragging these monsters in plain light for everyone to see..;;;;;;;;x
RULE_ACHIEVEMENTS_WARNINGS; §RUnsupported by the Elder Kings team!§!;;;;;;;;x
EVTDESCLoR.851;[From.GetTitledFirstName] sends word that several newly-inducted members of the Blades ran amok in his quarter of the Imperial City yesterday. In their drunken stupor, the recruits set fire to an inn, killed three guards and physically abused five local merchants and two priests. The people are crying out for justice.;[From.Get_Le_TitledFirstName] vous informe que plusieurs membres de la garde varègue ont enfreint les règlements hier dans leur quartier de Constantinople. En état d'ébriété, les Nordiques ont mis le feu à une auberge, ont tué trois gardes et molestèrent violemment cinq commerçants et deux prêtres. Les gens réclament que justice soit faite.;[From.GetTitledFirstName] meldet, dass einige Mitglieder der Warägergarde gestern in ihrem Quartier in Konstantinopel Amok gelaufen sind. In ihrem betrunkenen Zustand haben die Wikinger Feuer im Gasthaus gelegt, drei Wachen getötet sowie fünf ansässige Kaufleute und zwei Priester misshandelt. Diese Leute wollen Gerechtigkeit.;;[From.GetTitledFirstName] manda decir que varios miembros de la Guardia varega han hecho estragos ayer en su barrio de Constantinopla. En su delirio alcohólico, los nórdicos  prendieron fuego a una posada, mataron tres guardias y abusaron físicamente de cinco comerciantes locales y dos sacerdotes. El pueblo clama justicia.;;;;;;;;;x
EVTOPTALoR.851;Make an example of them.;Qu'on leur réserve une peine exemplaire.;Statuiert ein Exempel an ihnen.;;Haga un ejemplo de ellos.;;;;;;;;;x
EVTOPTBLoR.851;Oh, come now. Boys will be boys.;Allons ! Il faut bien que jeunesse se passe.;Ach, kommt schon. Sie sind nun einmal Jungs.;;Oye, pero vamos. Los chicos siempre serán chicos.;;;;;;;;;x
punish_varangians;The responsible recruits are executed.;Les Varègues responsables sont exécutés.;Die verantwortlichen Waräger werden hingerichtet.;;Los varegos responsables son ejecutados.;;;;;;;;;x
free_varangians;The recruits are released and return to their commander.;Les Varègues sont relâchés et retournent auprès de leur commandant.;Die Waräger werden freigelassen und kehren zu ihrem Kommandanten zurück.;;Los varegos son liberados y devueltos a su comandante.;;;;;;;;;x
EVTDESC_TOG_1060;[Root.Religion.GetName] rebels have risen up in [Root.GetName], led by a militant fanatic. If not swiftly crushed, this revolt could spread like wildfire!;;;;;;;;;;;;;x
EVTOPTA65041;Find solace in a bottle of [Root.GetAlcohol].;;;;;;;;;;;;;x
EVTOPTB65041;Find solace in [Root.Religion.GetRandomGodName].;;;;;;;;;;;;;x
