wonder_jylkurfyk;Shipyards of Jylkurfyk;;;;;;;;;;;;;x
wonder_jylkurfyk_desc;The massive Shipyards of Jylkurfyk where the Atmorans built their longships with which they raided the northern coasts of Tamriel. It is here that Ysgramor and the Five Hundred Companions built their fleet that sailed them to Tamriel.;;;;;;;;;;;;;x
upgrade_siege_engine_workshop_understone;Dwemer Siege Workshop;;;;;;;;;;;;;x
upgrade_siege_engine_workshop_understone_desc;Excavations of the Dwemer ruins has uncovered a stockpile of their old machines, while non-functional the metal and components therefrom are recycled in this Workshop into new engines of war.;;;;;;;;;;;;;x
upgrade_dwemer_walls;Dwemer Walls;;;;;;;;;;;;;x
upgrade_dwemer_walls_desc;Strong walls of Dwemer design surrounded and protect [FromFrom.GetWonderTypeShortCap] from would-be attackers.;;;;;;;;;;;;;x
upgrade_dwemer_cannon;Dwemer Artillery;;;;;;;;;;;;;x
upgrade_dwemer_cannon_desc;Several Dwemer Cannons have been recovered from the excavations of the Ruins at [FromFrom.GetWonderTypeShortCap].;;;;;;;;;;;;;x
gives_dwemer_cannon_artifact_tt;Gives §FDwemer Carronade§! Artifact.;;;;;;;;;;;;;x
upgrade_tomb_blessed_interment;Tomb of Blessed Interment;;;;;;;;;;;;;x
upgrade_tomb_blessed_interment_desc;The most intricate of the Tombs within the City of the Dead, the Tomb of Blessed Interment is reserved for only the most devout and pious of the Ra Gada, often High Priests and former Overseers of Motalion.;;;;;;;;;;;;;x
upgrade_crypt_virtuous_maidens;Crypt of Virtuous Maidens;;;;;;;;;;;;;x
upgrade_crypt_virtuous_maidens_desc;A divine Crypt for the interment of Priestesses, young unmarried women without offspring and selected virtuous matrons who have lived long, pious lives.;;;;;;;;;;;;;x
upgrade_temple_tuwhacca;Temple of Tu'whacca;;;;;;;;;;;;;x
upgrade_temple_tuwhacca_desc;The God of Souls and the Far Shores. It is the Blessings of Tu'whacca that begin the Rites of Mummification and it is beneath this Temple that the Rites are undertaken.;;;;;;;;;;;;;x
upgrade_crypt_of_the_forgotten;Crypt of the Forgotten;;;;;;;;;;;;;x
upgrade_crypt_of_the_forgotten_desc;Even criminals, vagrants, the dispossessed and other cast-offs of society are deserving of a burial and observation of the rites, albiet their eternal abode is little more than a roughly hewn catacomb stuffed with wrapped corpses. Anyone trying to visit an ancestor or loved one interred here would have a very hard time finding them.;;;;;;;;;;;;;x
upgrade_ancestral_crypt_motalion;[Root.GetDynName] Ancestral Mausoleum;;;;;;;;;;;;;x
upgrade_ancestral_crypt_motalion_desc;An extravagant, orantely decorated Mausoleum complex to house the dead of House [Root.GetLastWordInDynastyName].;;;;;;;;;;;;;x
ancestral_burial_motalion_text;Members of [Root.GetDynName] may be interred here upon death.;;;;;;;;;;;;;x
DEATH_EXECUTION_SKYFORGE_CHAMBER;was encased in the Crucible, showered with molten metals and transformed into a grimacing statue for all time by $KILLER$.;;;;;;;;;;;;;x
DEATH_EXECUTION_SKYFORGE_CHAMBER_NO_KILLER;was encased in the Crucible, showered with molten metals and transformed into a grimacing statue for all time.;;;;;;;;;;;;;x
physician;Imperial Chirurgeon;;;;;;;;;;;;;x
physician_desc;[Root.GetFirstName] is a renowned and highly skilled Chirurgeon of the Imperial Hospital, Tamriel's premier medical institution.;;;;;;;;;;;;;x
ekwonder.20.opt.1;Gift a [GetAlcoholContainerTypeCap] of [GetBeerType].;;;;;;;;;;;;;x
ekwonder.20.opt.2;Gift a [GetAlcoholContainerTypeCap] of [GetWineType].;;;;;;;;;;;;;x
ekwonder.20.opt.3;Gift a [GetAlcoholContainerTypeCap] of [GetMeadType].;;;;;;;;;;;;;x
ekwonder.20.opt.4;Gift a [GetAlcoholContainerTypeCap] of [GetSakeType].;;;;;;;;;;;;;x
ekwonder.20.opt.5;Gift a [GetAlcoholContainerTypeCap] of [GetArrackType].;;;;;;;;;;;;;x
ekwonder.20.opt.6;Gift a [GetAlcoholContainerTypeCap] of [GetKumisType].;;;;;;;;;;;;;x
ekwonder.20.opt.7;I've changed my mind. No gifting today.;;;;;;;;;;;;;x
String_Stout;Stout;;;;;;;;;;;;;x
String_Lager;Lager;;;;;;;;;;;;;x
String_WhiteWine;White Wine;;;;;;;;;;;;;x
String_RedWine;Red Wine;;;;;;;;;;;;;x
String_RoseWine;Rosé;;;;;;;;;;;;;x
String_PortWine;Port;;;;;;;;;;;;;x
String_SparklingWine;Sparkling Wine;;;;;;;;;;;;;x
String_Mead;Mead;;;;;;;;;;;;;x
String_Chuak;;;;;;;;;;;;;x
String_Mirin;;;;;;;;;;;;;x
String_Choujiu;;;;;;;;;;;;;x
String_Mijiu;;;;;;;;;;;;;x
String_Sake;;;;;;;;;;;;;x
String_Berrymead;Berrymead;;;;;;;;;;;;;x
String_Blackmead;Blackmead;;;;;;;;;;;;;x
String_Braggot;Braggot;;;;;;;;;;;;;x
String_Melomel;Melomel;;;;;;;;;;;;;x
String_Metheglin;Metheglin;;;;;;;;;;;;;x
String_Morat;Morat;;;;;;;;;;;;;x
String_Redmead;Redmead;;;;;;;;;;;;;x
String_Kumis;Kumis;;;;;;;;;;;;;x
String_Airag;Airag;;;;;;;;;;;;;x
String_Blaand;Blaand;;;;;;;;;;;;;x
String_Kephir;Kephir;;;;;;;;;;;;;x
String_Mursik;Mursik;;;;;;;;;;;;;x
String_Arrack;Arrack;;;;;;;;;;;;;x
String_Tembo;Tembo;;;;;;;;;;;;;x
String_Rotmeth;Rotmeth;;;;;;;;;;;;;x
String_Jagga;Jagga;;;;;;;;;;;;;x
upgrade_investment_logging;Logging Camps;;;;;;;;;;;;;x
upgrade_investment_logging_desc;Vast tracks of woodland surround [FromFrom.GetWonderTypeShortCap] that could be exploited by constructing a network of logging camps.;;;;;;;;;;;;;x
upgrade_investment_quarry;Quarry;;;;;;;;;;;;;x
upgrade_investment_quarry_desc;A large quarry to exploit the fine stone in [FromFromFrom.GetName].;;;;;;;;;;;;;x
upgrade_sewers;Sewers;;;;;;;;;;;;;x
upgrade_sewers_desc;An extensive network of tunnels and piping running beneath the major settlements of this province.;;;;;;;;;;;;;x
upgrade_freshwater_fountains;Water Fountains;;;;;;;;;;;;;x
upgrade_freshwater_fountains_desc;Ornate water fountains, providing fresh, cool water around [FromFromFrom.GetName].;;;;;;;;;;;;;x
upgrade_aqueduct_system;Aqueduct System;;;;;;;;;;;;;x
upgrade_aqueduct_system_desc;A network of aqueducts bring fresh water to many areas of [FromFromFrom.GetName] that would otherwise require long trips or caravans for this most basic life giving liquid.;;;;;;;;;;;;;x
upgrade_drainage_channels;Drainage Channels;;;;;;;;;;;;;x
upgrade_drainage_channels_desc;A series of drainage channels carved into the swampy land surrounding [FromFrom.GetWonderTypeShortCap].;;;;;;;;;;;;;x
upgrade_tree_plantation;Tree Plantations;;;;;;;;;;;;;x
upgrade_tree_plantation_desc;Several large areas of the formerly swampy [FromFromFrom.GetName] have been planted with trees from across Nirn prized for their ability to absorb moisture from the ground, greatly reducing the habitat for disease spreading insects.;;;;;;;;;;;;;x
has_not_blackmarket_timer;Has NOT recently visited a Black Market.;;;;;;;;;;;;;x
visit_blackmarket_tt;You visit the Black Market.;;;;;;;;;;;;;x
seduce_compatible_species_only_no_yiffing;Is a compatible race.;;;;;;;;;;;;;x
wonder_temple_orgnum;Temple of Orgnum;;;;;;;;;;;;;x
wonder_temple_orgnum_desc;[GetTempleOrgnumDesc];;;;;;;;;;;;;x
wonder_temple_orgnum_orgnum_repaired;A gigantic temple, dedicated to the [GetOrgnumGodKingEmperor] Orgnum. It is the seat of [GetOrgnumHerHis] power, and legends say that any action taken in its halls has effects on the whole island.;;;;;;;;;;;;;x
wonder_temple_orgnum_orgnum_destroyed;A gigantic temple, dedicated to the [GetOrgnumGodKingEmperor] Orgnum. Decades of heathen occupation damaged the temple beyond what most mortals would consider salvageable. Luckily, Orgnum isn't a mere mortal.;;;;;;;;;;;;;x
wonder_temple_orgnum_heathen_destroyed;A gigantic temple, formerely dedicated to the so called "[GetOrgnumGodKingEmperor]" Orgnum. As long as we keep it, [GetOrgnumHerHis] faith and authority are undermined.;;;;;;;;;;;;;x
wonder_temple_orgnum_godslayer_destroyed;A gigantic temple, home to the "[GetOrgnumGodKingEmperor]" Orgnum. Now that we have slain [GetOrgnumHerHim], it might be time to repurpose it.;;;;;;;;;;;;;x
wonder_temple_orgnum_godslayer_repaired;A gigantic temple, dedicated to the feats of the Godslayer. Artifacts formerely belonging to Orgnum are exposed, as a show of strength from the Godslayer and their bloodline.;;;;;;;;;;;;;x
upgrade_divine_statues;Divines Statues;;;;;;;;;;;;;x
upgrade_divine_statues_desc;A set of statues dedicated to all the Gods, Saints, and important Ancestors of the Pyandoneaic faith.;;;;;;;;;;;;;x
upgrade_great_serpent_hall;Great Serpent Hall;;;;;;;;;;;;;x
upgrade_great_serpent_hall_desc;A secluded part of the Temple where hundreds of gigantic Sea Serpents are bred, ready to be used in battle.;;;;;;;;;;;;;x
craven_opinion;Craven Opinion;;;;;;;;;;;;;x
upgrade_heralds;Heralds;;;;;;;;;;;;;x
upgrade_heralds_desc;Dozens of Heralds are trained and receive their orders here. They carry Orgnum's will and are [GetOrgnumHerHis] representatives in the outer provinces.;;;;;;;;;;;;;x
upgrade_divine_guard;Divine guard;;;;;;;;;;;;;x
upgrade_divine_guard_desc;A special regiment of elite troops answering only to us will be crucial if we want to maintain control over the island and beyond.;;;;;;;;;;;;;x
upgrade_sacristan_orgnum;Sacristan office;;;;;;;;;;;;;x
upgrade_sacristan_orgnum_desc;An office for the Sacristan of the Temple, a Maormer chosen by Orgnum himself to be [GetOrgnumHerHis] delegate on Pyandonea.;;;;;;;;;;;;;x
title_sacristan_orgnum;Sacristan of the Temple of Orgnum;;;;;;;;;;;;;x
title_sacristan_orgnum_desc;The caretaker of the Temple of Orgnum, when the [GetOrgnumGodKingEmperor] isn't on [GetOrgnumHerHis] island.;;;;;;;;;;;;;x
sacristan_orgnum_custom_modifier_tt;Unlocks the §YSacristan of the Temple of Orgnum§! minor title;;;;;;;;;;;;;x
wonder_cath_bedraud;Cemetery of Cath Bedraud;;;;;;;;;;;;;x
wonder_cath_bedraud_desc;The greatest cemetery of all High Rock, countless nobles are buried there. Entire dynasties can be found among the graves, most of them long since gone...;;;;;;;;;;;;;x
upgrade_sexton_cath_bedraud;Sexton of Cath Bedraud Office;;;;;;;;;;;;;x
upgrade_sexton_cath_bedraud_desc;An office for the Sexton of the Cemetery, in charge of taking care of the graves, the small churches, and those who want to visit them...;;;;;;;;;;;;;x
title_sexton_cath_bedraud;Cath Bedraud's Sexton;;;;;;;;;;;;;x
title_sexton_cath_bedraud_desc;The Sexton of Cath Bedraud, in charge of the whole cemetery.;;;;;;;;;;;;;x
sexton_cath_bedraud_custom_modifier_tt;Unlocks the §YSexton of Cath Bedraud§! minor title;;;;;;;;;;;;;x
wonder_volwesi;Volwesi-Shi;;;;;;;;;;;;;x
wonder_volwesi_desc;Great Volwesi stands as one of the eminent cities in both Akavir and all of Nirn. While the city has been ruled by Tsaesci for much of its existence, traces of its Akaviri human founders can still be found by those who know where to look.;;;;;;;;;;;;;x
upgrade_volwesi_canals;Grand Canals;;;;;;;;;;;;;x
upgrade_volwesi_canals_desc;The extensive canal systems of Volwesi allow for the rapid movement of goods and people throughout the city and the outlying territories.;;;;;;;;;;;;;x
upgrade_dragonguard;Dragonguard Barracks;;;;;;;;;;;;;x
upgrade_dragonguard_desc;While not officially associated with the city, the Dragonguard has long worked to defend Volwesi-Shi from threats, winged and otherwise.;;;;;;;;;;;;;x
upgrade_volwesi_governor;Grand Ministry;;;;;;;;;;;;;x
upgrade_volwesi_governor_desc;The Grand Ministry is home to the Governor of Volwesi and their small army of civil servants.;;;;;;;;;;;;;x
title_volwesi_governor_custom_modifier_tt;Unlocks the §YGovernor of Volwesi§! minor title.;;;;;;;;;;;;;x
title_volwesi_governor;Governor of Volwesi;;;;;;;;;;;;;x
title_volwesi_governor_desc;The Governor of Volwesi is responsible for overseeing the security and stability of the prefecture of Volwesi.;;;;;;;;;;;;;x
upgrade_high_commissioners_bureau;Bureau of the Commissioner;;;;;;;;;;;;;x
upgrade_high_commissioners_bureau_desc;A commission granted for overseeing both the development of Volwesi-Shi and its trade routes with the rest of the realm.;;;;;;;;;;;;;x
upgrade_haematic_temple;Haematic Temple;;;;;;;;;;;;;x
upgrade_haematic_temple_desc;A great temple used for all manners of haematic rituals. The mortar of the surrounding cobbles has long been stained red.;;;;;;;;;;;;;x
tsaesci_drink_blood_bonus_tt;Grants additional piety when taking the §YExtract Blood for Offering§! decision.;;;;;;;;;;;;;x
tsaesci_blood_ritual_haematic_temple_tt;This option is available because you have built a §YHaematic Temple§!;;;;;;;;;;;;;x
upgrade_akaviri_memorial;Garden of Remembrance;;;;;;;;;;;;;x
upgrade_akaviri_memorial_desc;A garden dedicated to the memory of the countless Akaviri slain by the Tsaesci. It stands as a solemn reminder to how far our people have come and our resolve to never fall again.;;;;;;;;;;;;;x
upgrade_serpentine_palace;Serpentine Palace;;;;;;;;;;;;;x
upgrade_serpentine_palace_desc;The palace of the historic Tsaesci rulers of Volwesi. It stands over the great city as a constant reminder of their usurpation of the Akaviri.;;;;;;;;;;;;;x
upgrade_ginyeom_palace;Ginyeom Palace;;;;;;;;;;;;;x
upgrade_ginyeom_palace_desc;Built atop the ruined foundations of the Serpentine palace, Ginyeom houses the city's restored Akaviri nobility.;;;;;;;;;;;;;x
upgrade_volwesi_palace_generic;Palace of Volwesi;;;;;;;;;;;;;x
upgrade_volwesi_palace_generic_desc;A grand palace for the ruler of Volwesi to reside and hold court in while in the city.;;;;;;;;;;;;;x
volwesi_palace_destroyed_tt;The current palace in Volwesi-Shi will be levelled;;;;;;;;;;;;;x
volwesi_destroy_palace_decision;Destroy the Palace of Volwesi;;;;;;;;;;;;;x
volwesi_destroy_palace_decision_desc;The current palace in Volwesi-Shi is a lasting scar from when our enemies ruled the city. It must be removed before we can start to rebuild.;;;;;;;;;;;;;x
upgrade_scaled_wales;Scaled Wales;;;;;;;;;;;;;x
upgrade_scaled_wales_desc;Towering walls plated with scales to create a great serpentine band around the city. They are as steadfast as they are stunning.;;;;;;;;;;;;;x
ekwonder.101.desc1;[From.GetFullName] is dead. They lived a devoutedly pious life unmarred by the touch of man and amongst all candidates for interment in the Crypt of Virtuous Maidens, [From.GetFullName] is perhaps the most worthy.;;;;;;;;;;;;;x
ekwonder.101.desc1a;[From.GetFullName] is dead. They lived a devoutedly pious life and though they are marred by the touch of man their devotion and piety is without equal. Because of this, the Priestesses that tend the Crypt will allow [From.GetFullName]'s interment within.;;;;;;;;;;;;;x
ekwonder.101.desc2;[From.GetFullName] is dead. As they died unmarried and without heir they are eligible for interment within the Crypt of Virtuous Maidens, a hallowed place where the few truly virtuous women of our people are laid to peaceful slumber.;;;;;;;;;;;;;x
ekwonder.101.desc3;[From.GetFullName] is dead. As a pious Priestess of [From.GetReligion.GetName] they are eligible for interment within the Crypt of Virtuous Maidens.;;;;;;;;;;;;;x
ekwonder.101.opt0;[From.GetFirstName] will have a lavish ceremony to see them into the afterlife.;;;;;;;;;;;;;x
ekwonder.101.opt0_tt;You invite the whole realm to celebrate [From.GetFirstName]'s passing and their burial.;;;;;;;;;;;;;x
ekwonder.101.opt1;[From.GetFullName] will be interred within the Crypt, as the rites dictate.;;;;;;;;;;;;;x
ekwonder.101.opt1_tt;You have the Priestesses of Motalion bury [From.GetFirstName] with all due rites in a small, respectful ceremony.;;;;;;;;;;;;;x
ekwonder.101.opt2;I refuse [From.GetFirstName] the privilege, throw them in with the beggars.;;;;;;;;;;;;;x
ekwonder.101.opt2_tt;[From.GetFirstName] is interred with little fanfare in the Crypt of the Forgotten, a place for the detritus of society.;;;;;;;;;;;;;x
ekwonder.101.opt3;[From.GetFirstName] is unworthy of interment within the hallowed Necropolis.;;;;;;;;;;;;;x
ekwonder.101.opt3_tt;[From.GetTitledFirstName]'s remains are turned over to her family for burial.;;;;;;;;;;;;;x
ekwonder.102.descA;As the sun rose over Motalion the first of the Rites began, beneath the sun's rays the deceased was consecrated with the Blessings of Tu'whacca. [FromFrom.GetFirstName] was then removed to the Quiet Place for mummification, her organs and brain removed so as to prevent any unsightly stains and her body wrapped in one hundred paces of the finest linen and juniper resin. Then as the sun set, a grand funeral procession brought her to her final place of rest, though only family and the Priestesses entered her private chamber with her. Once her body was laid within her sarcophagus, it was then adorned with amulets, bracelets and other trinkets befitting her station in life. Finally, the Last Rites were chanted by those present, and her ornately adorned sarcophagus was sealed with wards against trespassers. After the funeral ceremony was finished, the attendees feasted and celebrated [FROMFROM.GetFirstName] long into the night. Tales of her life and deeds were sung and told, and many tears of joy and sadness were shed.;;;;;;;;;;;;;x
ekwonder.102.descB;[FromFrom.GetFullName]'s consecrated body was interred within the Crypt of Virtuous Maidens in a small, respectful ceremony attended by her family, closest friends and the Priestesses of the Crypt. Those that held [FromFrom.GetFirstName] dear will remember the respect she was shown in her final journey, as will those that disliked her.;;;;;;;;;;;;;x
ekwonder.102.opt1;Long will it be remembered how I honor the dead...;;;;;;;;;;;;;x
ekwonder.102.opt1_tt;...and perhaps one day I too shall be so honored.;;;;;;;;;;;;;x
knahaten_immunity_modifier;Disease Immunity: §GKnahaten Flu§!;;;;;;;;;;;;;x
motalion_burial;Interred within Motalion;;;;;;;;;;;;;x
motalion_burial;[Root.GetFirstName] was interred with the proper Rites within the Necropolis of Motalion.;;;;;;;;;;;;;x
view_the_dead_of_motalion_decision;View the Interred of Motalion;;;;;;;;;;;;;x
view_the_dead_of_motalion_decision_desc;See a list of the individuals interred with Rites within the Necropolis of Motalion;;;;;;;;;;;;;x
ekwonder.103.opt;Rest in peace.;;;;;;;;;;;;;x
ekwonder.103.desc;You receive a long, thick parchment with a list of all the interred within the Necropolis of Motalion.\n(See Option Tooltip);;;;;;;;;;;;;x
upgrade_master_shipwright;Master Shipwright;;;;;;;;;;;;;x
upgrade_master_shipwright_desc;The Master Shipwright of Jylkurfyk is the chief overseer of the great Shipyards.;;;;;;;;;;;;;x
DEATH_EXECUTION_SKYFORGE_CHAMBER;was executed in the Skyforge Crucible by $KILLER$.;;;;;;;;;;;;;x
dwemer_carronade_artifact;Dwemer Carronade;;;;;;;;;;;;;x
dwemer_carronade_artifact_desc;A form of light Dwemer Artillery able to reduce ordinary fortifications to rubble in short order.;;;;;;;;;;;;;x
knotify288d;Amongst the Dwemer Artillery recovered in [event_target:upgrade_province.GetName] was a rare Dwemer Carronade. Unlike the larger Cannon, the Carronade can be moved easily with an army without significantly slowing it. This devasting siege weapon has been restored by your most skilled Engineers and has been presented to you by their Foreman.;;;;;;;;;;;;;x
DEATH_EXECUTION_SKYFORGE_CHAMBER;was executed in the Skyforge Crucible by $KILLER$.;;;;;;;;;;;;;x
wonder_menagerie_silvarwoad;Menagerie of Sil-Var-Woad;;;;;;;;;;;;;x
wonder_menagerie_silvarwoad_desc;A gigantic menagerie, housing hundreds of exotic animals and plants... Visitors from all Tamriel come to admire the fantastic beasts and flowers kept here.;;;;;;;;;;;;;x
upgrade_senche_pen;Senche Pen;;;;;;;;;;;;;x
upgrade_senche_pen_desc;The huge creatures used by the Khajiit as war-beasts are kept here. While incredibly majestuous, some of our Khajiiti subjects claim this is an insult to their race...;;;;;;;;;;;;;x
upgrade_mammoth_paddock;Mammoth Paddock;;;;;;;;;;;;;x
upgrade_senche_pen_desc;Creatures hailing from the frozen plains of Skyrim and beyond are kept here. ;;;;;;;;;;;;;x
upgrade_jungle_enclosure;Jungle Enclosure;;;;;;;;;;;;;x
upgrade_jungle_enclosure_desc;Regular trees have been cut down to plant what could pass as native jungle flora. Strange animals and beautiful flowers can be found here.;;;;;;;;;;;;;x
upgrade_zookeeper_silvarwoad;Zookeeper Office;;;;;;;;;;;;;x
upgrade_zookeeper_silvarwoad_desc;A Menagerie as big as this one cannot be left in the hands of the first goblin we see.;;;;;;;;;;;;;x
zookeeper_silvarwoad_custom_modifier_tt;Unlocks the §YZookeeper of Sil-Var-Woad§! minor title;;;;;;;;;;;;;x
title_zookeeper_silvarwoad;Zookeeper of Sil-Var-Woad;;;;;;;;;;;;;x
title_zookeeper_silvarwoad_desc;The Zookeeper is tasked with ensuring the health and wellbeing of all the myriad creatures within the Menagerie of Sil-Var-Woad.;;;;;;;;;;;;;x
ekwonder.50.d;The Black Market isn't quite what you expected. It resembled a fairly ordinary market, one inside an apparently abandoned building and selling all manner of ordinary and illicit goods. Your disguise seems to be working, no one has recognised you and you are free to wander the market.;;;;;;;;;;;;;x
ekwonder.50.opt1.tt;A Merchant of exotic Arms and Armour.;;;;;;;;;;;;;x
ekwonder.50.opt1;Visit the Arms Dealer.;;;;;;;;;;;;;x
ekwonder.50.opt2.tt;A place to purchase forbidden tomes and magical paraphernalia outlawed by the Mages Guild.
ekwonder.50.opt2;Visit the Sorcerer's Bazaar.;;;;;;;;;;;;;x
ekwonder.50.opt3.tt;A Fence who sells random items at discounted rates.;;;;;;;;;;;;;x
ekwonder.50.opt3;Visit the Thieves Den.;;;;;;;;;;;;;x
ekwonder.50.opt4.tt;A friendly talking Mudcrab with wares to sell...;;;;;;;;;;;;;x
ekwonder.50.opt4;Visit the Mudcrab Merchant.;;;;;;;;;;;;;x
ekwonder.85.d.1;A group of small, gabbling children surround you. "Please kind [Root.GetLordLady], spare a coin for us poor orphans?" a girl holds out her hands.;;;;;;;;;;;;;x
ekwonder.85.d.2;A lithe young woman bumps into you, neither of you paying attention to where you're going. "Oh! I'm terribly sorry my [Root.GetLordLady]!" She smiles, gives a curt bow and disappears back into the crowd of shoppers.;;;;;;;;;;;;;x
ekwonder.85.d.3;A large, fat man barges into you, knocking you from your feet. Luckily a rather agile Khajiiti catches you before you hit the ground, "Take care with your steps, [Root.GetMasterMistress], this place can be dangerous for the uninitiated." He helps you to your feet and helps you straighten your cloak, his paws deftly flattening all folds and wrinkles. He gives you a wink, a bow and disappears back into the crowd.;;;;;;;;;;;;;x
ekwonder.85.d.4;You notice the Alfiq at first only as it twists and brushes against your legs. It looks up at you, purring. You stare into it's eyes, which seem to swirl and glow. The market around you grows quiet and your mind grows foggy. Suddenly you snap back to reality and find yourself in a quiet, shady corner of the market. The alfiq is nowhere to be found.;;;;;;;;;;;;;x
ekwonder.85.opt1;I should watch where I'm going.;;;;;;;;;;;;;x
ekwonder.85.opt5;What an obnoxious fellow. Friendly cat though...;;;;;;;;;;;;;x
ekwonder.85.opt2;Toss a coin to the child.;;;;;;;;;;;;;x
ekwonder.85.opt3;Push through the children, ignoring their pleas.;;;;;;;;;;;;;x
ekwonder.85.opt4;That was...strange.;;;;;;;;;;;;;x
ekwonder.86.d.1;You can't help but notice, as the children scatter into the crowd, that your purse feels lighter than it should. Those urchins seem to have alleviated you of more than just a single coin...;;;;;;;;;;;;;x
ekwonder.86.d.2;As you turn away from the woman, the weight of your coin purse feels unexpectedly lighter on your belt. She was nothing more than a pickpocket!;;;;;;;;;;;;;x
ekwonder.86.d.3;Watching the Khajiit disappear into the crowd you notice your coin purse feels a few coins lighter...;;;;;;;;;;;;;x
ekwonder.86.d.4;As your senses return to you, you notice your coin purse doesn't hang as heavily as it did before. It seems the Alfiq has made off with a good chunk of your money.;;;;;;;;;;;;;x
ekwonder.86.d;You make ready to re-enter the throng of the market only to feel a throbbing pain taking hold in your neck. You reach up and rub the area, feeling two tiny cuts and yet strangely no blood as they've already started to heal. That Alfiq must have attacked you!;;;;;;;;;;;;;x
ekwonder.86.opt1;Those little shits!;;;;;;;;;;;;;x
ekwonder.86.opt2;That harlot!;;;;;;;;;;;;;x
ekwonder.86.opt3;That scoundrel!;;;;;;;;;;;;;x
ekwonder.86.opt4;That... That... Fleabag!;;;;;;;;;;;;;x
ekwonder.87.opt;Strange place for a cat to bite me...;;;;;;;;;;;;;x
ekwonder.90.d;A hastily scrawled, dirty note is passed to you by a courtier. "[event_target:black_market_rival.GetFirstName], your hated rival, [event_target:bm_shopper.GetFirstName] is currently visiting me gang's local hangout, a market of some... ill-repute. A... Black Market you might say. For a few coins my compatriots and I can procure this individual for you, for a few coins more we can even dispose of them here and now. You must respond quick, your flatulence, [event_target:bm_shopper.GetFirstName] won't be here for long!".;;;;;;;;;;;;;x
ekwonder.90.opt1.tt;A dispatch is sent with haste to [event_target:black_market_kidnapper.GetFirstName], the Gang Leader. All you can do now is wait...;;;;;;;;;;;;;x
ekwonder.90.opt1.tt;No dispatch is sent.;;;;;;;;;;;;;x
ekwonder.90.opt1;There's always a cell waiting for [event_target:bm_shopper.GetFirstName].;;;;;;;;;;;;;x
ekwonder.90.opt2;It is time to rid me of [event_target:bm_shopper.GetFirstName]!;;;;;;;;;;;;;x
ekwonder.90.opt3;I have other plans for [event_target:bm_shopper.GetFirstName].;;;;;;;;;;;;;x
##
wonder_divine_cathedral;Cathedral to the Divines;;;;;;;;;;;;;x
wonder_divine_cathedral_desc;This huge Cathedral is one of the most important places of worship for those who follow the Divines. Each of the Aedric Gods has some part or shrine dedicated to it within the Cathedral.;;;;;;;;;;;;;x
wonder_divine_cathedral_construction_desc;A place of worship where most faithful of the [Root.Religion.GetName] can worship the Divines. Its owner will be rewarded with great amounts of §YPiety§!, and the ability to store their artifacts...;;;;;;;;;;;;;x
upgrade_shrines_divines;Shrines to the Divines;;;;;;;;;;;;;x
upgrade_shrines_divines_desc;While smaller places of worship tend to be dedicated to one Divine, this Cathedral will represent them all.;;;;;;;;;;;;;x
constructed_imperial_chapel;Constructed the Imperial Chapel;;;;;;;;;;;;;x
constructed_divine_shrine;Constructed Divines Shrine (Great Work Upgrade);;;;;;;;;;;;;x
### Recruit Gladiator from the Imperial City
recruit_gladiator_ic_arena;Recruit a Gladiator from the Arena;;;;;;;;;;;;;x
recruit_gladiator_ic_arena_desc;The Imperial City's Arena draws warriors from all over Tamriel, ready to lay down their lives for glory, the thrill of the fight, and some hard-earned money. While most of them live and die in the Arena, it is not unknown for some Emperors or other rulers of the Imperial City to invite one of them, and give them the opportunity to earn fame and land in their new overlord conquests and campaigns.;;;;;;;;;;;;;x
ekwonder.150.d.bretonKnight;As dawn broke, dozens of warriors were standing in the Arena. As dusk settled, only one remained.\n\n[gladiator_recruited.GetFirstName], the last child of a small Breton lord, decided to leave High Rock and forge [gladiator_recruited.GetHerHis] own legacy in the Imperial Arena. Trained since childhood to the arts of knighthood, [gladiator_recruited.GetSheHe] should be a competent commander and someone who could understand, and survive, among the nobles of Tamriel and their intrigue.\n[gladiator_recruited.GetSheHeCap] now stands ready, eager to join you.;;;;;;;;;;;;;x
ekwonder.150.d.khajiitCaravaner;As dawn broke, dozens of warriors were standing in the Arena. As dusk settled, only one remained.\n\n[gladiator_recruited.GetFirstName] made a name for [gladiator_recruited.GetHerHim]self as the scout of a successful, if a bit shady, Khajiit caravan. Once, while accompanying [gladiator_recruited.GetHerHis] caravan in a special delivery to a select group of gentleman in the Imperial City, [gladiator_recruited.GetSheHe] became deeply interested in the profits that could be made out of the Arena. After losing all [gladiator_recruited.GetHerHis] gold on too many bad bets, [gladiator_recruited.GetFirstName] had no other option but to sell [gladiator_recruited.GetHerHim]self to the Arena, earning [gladiator_recruited.GetHerHis] debtors their gold in the old way.\n[gladiator_recruited.GetSheHeCap] now stands ready, eager to join you.;;;;;;;;;;;;;x
