court_teacher;Court Teacher;;;;;;;;;;;;;x
idun_swim_6o2;I don't think I like him.;;;;;;;;;;;;x
idun_swim_7d;The girl's name is [From.GetFirstName]. She and her friends are leaving for home now.;;;;;;;;;;;;x
idun_swim_7o;Bye!;;;;;;;;;;;;x
idun_swim_8d;I meet [From.GetFirstName], the youth whom I met when bathing with my friends. He still draws my fancy! Should I speak with him?;;;;;;;;;;;;x
idun_swim_8o1;I could never!;;;;;;;;;;;;x
idun_swim_8o2;Sure!;;;;;;;;;;;;x
idun_swim_9d;I meet [From.GetFirstName] in town, the girl I met when we were swimming. I talk to her a bit and she seems like a really nice girl. She wants to meet me again.;;;;;;;;;;;;x
idun_swim_9o1;That would be great!;;;;;;;;;;;;x
idun_swim_9o2;I don't know...;;;;;;;;;;;;x
idun_swim_11d;I go to meet [From.GetFirstName]. We walk around talking until we come to a large tree. Beneath its broad crown we lay on the nice soft moss for a bedstead, with flowers for a pillow.;;;;;;;;;;;;x
idun_swim_11o1;I'm in love with [FromFrom.GetFirstName]!;;;;;;;;;;;;x
idun_swim_11o2;I found a friend!;;;;;;;;;;;;x
idun_swim_12d;I go on a walk with [From.GetFirstName]. We walk around talking until we come to a large tree. Beneath its broad crown we lay on the nice soft moss for a bedstead, with flowers for a pillow.;;;;;;;;;;;;x
idun_swim_12o1;I'm in love with [From.GetFirstName]!;;;;;;;;;;;;x
idun_swim_12o2;[From.GetFirstName] is a good friend!;;;;;;;;;;;;x
idun_swim_13d;We return from our trip to the river, exhausted but exhilarated. We had a lot of fun today, we will have to go swimming again soon.;;;;;;;;;;;;x
idun_swim_13o;I love swimming!;;;;;;;;;;;;x
idun_temple_3d;Your friend [From.GetFirstName] did not like you disturbing the sermon in church.;;;;;;;;;;;;x
idun_temple_3o;You're such a bore, [From.GetFirstName]!;;;;;;;;;;;;x
idun_temple_4d;My friend [From.GetFirstName] enjoyed the disturbed sermon in church.;;;;;;;;;;;;x
idun_temple_4o;And so did I!;;;;;;;;;;;;x
idun_temple_2d;My friends and I are sitting in the uppermost gallery of our local church listening to the sermon. One of them starts making funny noises to disturb the priest.;;;;;;;;;;;;x
idun_temple_2o1;You really shouldn't be doing that, [From.GetFirstName]!;;;;;;;;;;;;x
idun_temple_2o2;Haha! At least some fun in the temple!;;;;;;;;;;;;x
idun_temple_1d;The temple service is really boring today. I'm trying not to make funny noises to disturb the priest, but it's so hard!;;;;;;;;;;;;x
idun_temple_1o1;Bllllllllppft!;;;;;;;;;;;;x
idun_temple_1o2;I'll be good.;;;;;;;;;;;;x
idun_toys_1d;I really want to play with this neat toy my friend [From.GetFirstName] has. Maybe [From.GetSheHe] will lend it to me if I ask nicely.;;;;;;;;;;;;x
idun_toys_1o;Pretty please?;;;;;;;;;;;;x
idun_toys_2d;My friend [From.GetFirstName] would like to borrow one of my toys [From.GetSheHe] has been craving for weeks.;;;;;;;;;;;;x
idun_toys_2o1;I'm sorry, [From.GetFirstName], I'm playing with it myself.;;;;;;;;;;;;x
idun_toys_2o2;I'm sorry, [From.GetFirstName], I've given it to my other friend.;;;;;;;;;;;;x
idun_toys_2o3;Sure, [From.GetFirstName], I can give it to you for a while.;;;;;;;;;;;;x
idun_toys_3d;[From.GetFirstName] does not want to give it to me.;;;;;;;;;;;;x
idun_toys_3o;Drat!;;;;;;;;;;;;x
idun_toys_4d;[From.GetFirstName] already gave the toy away!;;;;;;;;;;;;x
idun_toys_4o1;[From.GetFirstName] likes their other friend more!;;;;;;;;;;;;x
idun_toys_4o2;I'll find something else to play with.;;;;;;;;;;;;x
idun_toys_5d;[From.GetFirstName] gladly lend me [From.GetHerHis] toy.;;;;;;;;;;;;x
idun_toys_5o;Thanks!;;;;;;;;;;;;x
idun_toys_6d;[From.GetFirstName] borrowed a toy quite a while ago... I should ask to get it back.;;;;;;;;;;;;x
idun_toys_6o1;Ask for my toy back.;;;;;;;;;;;;x
idun_toys_6o2;Let my friend keep it.;;;;;;;;;;;;x
idun_toys_7d;[From.GetFirstName] wants [From.GetHerHis] toy back.;;;;;;;;;;;;x
idun_toys_7o1;Here it is!;;;;;;;;;;;;x
idun_toys_7o2;Toy? What toy?;;;;;;;;;;;;x
idun_toys_8d;My friend [From.GetFirstName] claims not to remember any toy they borrowed.;;;;;;;;;;;;x
idun_toys_8o1;Maybe I did lend it to someone else?;;;;;;;;;;;;x
idun_toys_8o2;The bastard!;;;;;;;;;;;;x
idun_toys_8o3;I didn't really like it in the first place.;;;;;;;;;;;;x
idun_toys_9d;My friend [From.GetFirstName] brought back my toy. I'll play with nothing else for a year!;;;;;;;;;;;;x
idun_toys_9o;I'm so glad!;;;;;;;;;;;;x
sheogorath_fishfinger_timer;Fishfinger Nibbler;;;;;;;;;;;;;x
title_court_teacher;Court Teacher;;;;;;;;;;;;;x
title_court_teacher_desc;The court teacher is responsible for the basic formal education of all minors in a court.;;;;;;;;;;;;x
idun_test_d;My father is called [Root.Father.GetFirstName], my mother is called [Root.Mother.GetFirstName] and my guardian is called [Root.Guardian.GetFirstName].;;;;;;;;;;;;x
idun_test_o1;Give father humble trait.;;;;;;;;;;;;x
idun_test_o2;Give mother humble trait.;;;;;;;;;;;;x
idun_test_o3;Give guardian humble trait.;;;;;;;;;;;;x
